Tau,SF,+-
2016.23,2.44501e-21,1.71355e-22
2019.2,2.39816e-21,1.54545e-22
2022.16,2.41099e-21,1.49023e-22
2025.13,2.53337e-21,1.61674e-22
2028.09,2.6507e-21,1.62728e-22
2031.06,2.58694e-21,1.39809e-22
2034.02,2.69423e-21,1.52189e-22
2036.99,2.53107e-21,1.56254e-22
2039.96,2.46586e-21,1.43502e-22
2042.92,2.57845e-21,1.53731e-22
2045.89,2.45025e-21,1.50475e-22
2048.85,2.45474e-21,1.48099e-22
2051.82,2.53819e-21,1.41667e-22
2054.78,2.64129e-21,1.38726e-22
2057.75,2.70959e-21,1.39607e-22
2060.71,2.9072e-21,1.53226e-22
2063.68,2.82817e-21,1.57458e-22
2066.64,2.63542e-21,1.66131e-22
2069.61,2.69209e-21,1.89831e-22
2072.57,2.57781e-21,1.65102e-22
2075.54,2.5261e-21,1.55764e-22
2078.5,2.3522e-21,1.53077e-22
2081.47,2.30034e-21,1.53567e-22
2084.43,2.3419e-21,1.64224e-22
2087.4,2.43915e-21,1.42078e-22
2090.36,2.49042e-21,1.51278e-22
2093.33,2.33471e-21,1.43871e-22
2096.29,2.27053e-21,1.3074e-22
2099.26,1.97243e-21,1.11796e-22
2102.22,1.86573e-21,1.12246e-22
2105.19,1.79301e-21,1.05516e-22
2108.15,1.7827e-21,9.18787e-23
2111.12,1.71799e-21,8.62705e-23
2114.08,1.64965e-21,8.49359e-23
2117.05,1.60188e-21,8.07201e-23
2120.01,1.55801e-21,7.68097e-23
2122.98,1.5107e-21,8e-23
2125.94,1.66372e-21,8.92983e-23
2128.91,1.67504e-21,8.81479e-23
2131.87,1.64092e-21,9.19297e-23
2134.84,1.58785e-21,8.84677e-23
2137.8,1.5512e-21,8.72574e-23
2140.77,1.62148e-21,9.57452e-23
2143.73,1.5858e-21,9.5554e-23
2146.7,1.61171e-21,9.83326e-23
2149.66,1.8393e-21,1.26565e-22
2152.63,1.90391e-21,1.21e-22
2155.59,1.79148e-21,1.13966e-22
2158.56,1.75059e-21,1.10852e-22
2161.52,1.72131e-21,1.01053e-22
2164.49,1.64444e-21,9.12823e-23
2167.45,1.72194e-21,9.99439e-23
2170.42,1.84303e-21,1.03833e-22
2173.38,1.88716e-21,1.06614e-22
2176.35,1.88682e-21,1.05334e-22
2179.31,2.01945e-21,1.1449e-22
2182.28,2.19389e-21,1.20001e-22
2185.24,2.17966e-21,1.11751e-22
2188.21,2.08686e-21,1.10542e-22
2191.17,1.87541e-21,9.95266e-23
2194.14,1.82134e-21,9.36507e-23
2197.1,1.82557e-21,9.87498e-23
2200.07,1.73609e-21,9.48627e-23
2203.03,1.74549e-21,1.04151e-22
2206,1.71076e-21,1.00126e-22
2208.96,1.66974e-21,9.73362e-23
2211.93,1.66473e-21,1.08275e-22
2214.89,1.56824e-21,9.88019e-23
2217.86,1.51521e-21,8.7786e-23
2220.82,1.40844e-21,8.79458e-23
2223.79,1.46452e-21,9.21656e-23
2226.75,1.4829e-21,9.34394e-23
2229.72,1.48358e-21,9.4278e-23
2232.68,1.52336e-21,1.03072e-22
2235.65,1.85607e-21,1.1638e-22
2238.61,1.96083e-21,1.08321e-22
2241.58,2.14446e-21,1.15708e-22
2244.54,2.19459e-21,1.22542e-22
2247.51,2.25241e-21,1.22096e-22
2250.47,1.81365e-21,9.75315e-23
2253.44,1.69808e-21,9.0822e-23
2256.4,1.82173e-21,9.13282e-23
2259.37,2.01022e-21,9.61657e-23
2262.33,2.03507e-21,8.96962e-23
2265.3,2.35967e-21,1.13443e-22
2268.26,2.70088e-21,1.31484e-22
2271.23,2.50785e-21,1.22687e-22
2274.19,2.19704e-21,9.98607e-23
2277.16,2.06536e-21,9.09531e-23
2280.12,2.0409e-21,1.00809e-22
2283.09,1.81765e-21,9.53347e-23
2286.05,1.69497e-21,9.26922e-23
2289.02,1.64714e-21,9.34204e-23
2291.98,1.69529e-21,9.48902e-23
2294.95,1.64682e-21,8.59622e-23
2297.91,1.63496e-21,8.70528e-23
2300.88,1.74483e-21,9.77332e-23
2303.84,1.79219e-21,9.89892e-23
2306.81,1.75976e-21,1.00831e-22
2309.77,1.70733e-21,1.02494e-22
2312.74,1.79919e-21,1.16001e-22
2315.7,1.78945e-21,1.15575e-22
2318.67,1.98852e-21,1.39244e-22
2321.63,1.94025e-21,1.33348e-22
2324.6,1.95199e-21,1.33824e-22
2327.56,1.87411e-21,1.15428e-22
2330.53,1.95037e-21,1.31651e-22
2333.5,1.88272e-21,1.24658e-22
2336.46,1.78171e-21,1.1016e-22
2339.43,1.90147e-21,1.09834e-22
2342.39,2.05506e-21,1.19932e-22
2345.36,1.96093e-21,1.08611e-22
2348.32,1.82426e-21,1.03057e-22
2351.29,1.6041e-21,1.17758e-22
2354.25,1.49918e-21,1.26873e-22
2357.22,1.45119e-21,1.10507e-22
2360.18,1.43934e-21,9.66139e-23
2363.15,1.33436e-21,8.5045e-23
2366.11,1.32849e-21,8.48619e-23
2369.08,1.34998e-21,8.1571e-23
2372.04,1.38174e-21,7.70337e-23
2375.01,1.43365e-21,8.96956e-23
2377.97,1.3838e-21,8.11214e-23
2380.94,1.5586e-21,9.56318e-23
2383.9,1.50135e-21,8.39404e-23
2386.87,1.60116e-21,9.65229e-23
2389.83,1.58071e-21,9.04953e-23
2392.8,1.57475e-21,8.50128e-23
2395.76,1.60376e-21,8.61016e-23
2398.73,1.54927e-21,8.33501e-23
2401.69,1.71183e-21,8.91099e-23
2404.66,1.75512e-21,8.8394e-23
2407.62,1.73455e-21,9.38836e-23
2410.59,1.71735e-21,9.70326e-23
2413.55,1.62363e-21,9.19088e-23
2416.52,1.6767e-21,9.92032e-23
2419.48,1.48721e-21,8.97922e-23
2422.45,1.42449e-21,8.65187e-23
2425.41,1.43456e-21,8.90302e-23
2428.38,1.51476e-21,9.38165e-23
2431.34,1.48118e-21,9.02787e-23
2434.31,1.60057e-21,9.3575e-23
2437.27,1.61407e-21,9.09128e-23
2440.24,1.69427e-21,1.07011e-22
2443.2,1.53303e-21,1.04354e-22
2446.17,1.4881e-21,1.04302e-22
2449.13,1.38066e-21,9.87673e-23
2452.1,1.43359e-21,1.10833e-22
2455.06,1.41212e-21,1.14894e-22
2458.03,1.53213e-21,1.19239e-22
2460.99,1.62218e-21,1.35335e-22
2463.96,1.77065e-21,1.50046e-22
2466.92,1.63544e-21,1.31057e-22
2469.89,1.71716e-21,1.25909e-22
2472.85,1.63043e-21,1.15271e-22
2475.82,1.81257e-21,1.35339e-22
2478.78,2.05751e-21,1.67036e-22
2481.75,2.16611e-21,1.66185e-22
2484.71,1.95709e-21,1.42394e-22
2487.68,1.77482e-21,1.16669e-22
2490.64,1.62093e-21,1.09079e-22
2493.61,1.6155e-21,1.16906e-22
2496.57,1.69406e-21,1.22522e-22
2499.54,1.69751e-21,1.19821e-22
2502.5,1.58119e-21,9.8996e-23
2505.47,1.71775e-21,1.22041e-22
2508.43,1.94168e-21,1.49311e-22
2511.4,1.82472e-21,1.27988e-22
2514.36,1.84203e-21,1.13949e-22
2517.33,1.76104e-21,1.08925e-22
2520.29,1.68303e-21,1.07143e-22
2523.26,1.78317e-21,1.03512e-22
2526.22,1.79166e-21,1.01405e-22
2529.19,1.78739e-21,1.03132e-22
2532.15,1.85123e-21,1.08744e-22
2535.12,1.81551e-21,1.04061e-22
2538.08,1.64403e-21,9.83764e-23
2541.05,1.55734e-21,1.01598e-22
2544.01,1.53872e-21,9.66596e-23
2546.98,1.61855e-21,9.99822e-23
2549.94,1.68402e-21,1.17912e-22
2552.91,1.59296e-21,1.07665e-22
2555.87,1.64015e-21,1.05957e-22
2558.84,1.54094e-21,9.87507e-23
2561.8,1.39359e-21,9.69148e-23
2564.77,1.38657e-21,9.49639e-23
2567.73,1.37238e-21,8.73278e-23
2570.7,1.48468e-21,1.00963e-22
2573.66,1.42516e-21,1.04708e-22
2576.63,1.58459e-21,1.17107e-22
2579.59,1.53077e-21,1.18843e-22
2582.56,1.61404e-21,1.42165e-22
2585.52,1.66535e-21,1.45977e-22
2588.49,1.60706e-21,1.27301e-22
2591.45,1.47066e-21,1.06996e-22
2594.42,1.35959e-21,1.0292e-22
2597.38,1.46058e-21,1.07522e-22
2600.35,1.48097e-21,9.68439e-23
2603.31,1.53573e-21,1.06559e-22
2606.28,1.52432e-21,1.08416e-22
2609.24,1.58845e-21,1.1442e-22
2612.21,1.48078e-21,1.06159e-22
2615.17,1.46449e-21,1.04019e-22
2618.14,1.5185e-21,1.0827e-22
2621.11,1.42825e-21,9.99778e-23
2624.07,1.40991e-21,1.03748e-22
2627.04,1.26706e-21,9.38691e-23
2630,1.13618e-21,8.50134e-23
2632.97,1.11764e-21,8.65193e-23
2635.93,1.09831e-21,8.75672e-23
2638.9,1.11703e-21,8.17665e-23
2641.86,1.10633e-21,8.10283e-23
2644.83,1.2457e-21,1.00012e-22
2647.79,1.40577e-21,1.10264e-22
2650.76,1.49162e-21,1.27889e-22
2653.72,1.45769e-21,1.16319e-22
2656.69,1.45606e-21,1.22143e-22
2659.65,1.53457e-21,1.32838e-22
2662.62,1.44941e-21,1.10082e-22
2665.58,1.55341e-21,1.09763e-22
2668.55,1.72684e-21,1.18561e-22
2671.51,1.90617e-21,1.3707e-22
2674.48,2.07719e-21,1.5769e-22
2677.44,2.03917e-21,1.53913e-22
2680.41,1.96939e-21,1.48957e-22
2683.37,1.88792e-21,1.26211e-22
2686.34,1.85953e-21,1.24113e-22
2689.3,1.855e-21,1.18817e-22
2692.27,1.75773e-21,1.04681e-22
2695.23,1.67167e-21,1.05049e-22
2698.2,1.68516e-21,1.03177e-22
2701.16,1.60784e-21,1.02401e-22
2704.13,1.70536e-21,1.13053e-22
2707.09,1.67134e-21,1.06816e-22
2710.06,1.80221e-21,1.26351e-22
2713.02,1.8058e-21,1.24203e-22
2715.99,1.70207e-21,1.24602e-22
2718.95,1.71324e-21,1.16113e-22
2721.92,1.7232e-21,1.05286e-22
2724.88,1.94152e-21,1.22542e-22
2727.85,1.81413e-21,1.1585e-22
2730.81,1.99892e-21,1.26166e-22
2733.78,2.06288e-21,1.26897e-22
2736.74,1.96003e-21,1.20252e-22
2739.71,1.9255e-21,1.26182e-22
2742.67,1.99871e-21,1.42287e-22
2745.64,1.85382e-21,1.29268e-22
2748.6,1.72529e-21,1.1868e-22
2751.57,1.60058e-21,1.08429e-22
2754.53,1.60649e-21,1.01027e-22
2757.5,1.57831e-21,1.01206e-22
2760.46,1.52988e-21,1.04491e-22
2763.43,1.49379e-21,1.03193e-22
2766.39,1.58971e-21,1.16776e-22
2769.36,1.45333e-21,1.12547e-22
2772.32,1.40978e-21,1.07432e-22
2775.29,1.44489e-21,9.93049e-23
2778.25,1.47601e-21,9.31188e-23
2781.22,1.51936e-21,1.02345e-22
2784.18,1.45054e-21,9.06506e-23
2787.15,1.66912e-21,1.23894e-22
2790.11,1.66444e-21,1.23874e-22
2793.08,1.6974e-21,1.42765e-22
2796.04,1.59709e-21,1.2962e-22
2799.01,1.59443e-21,1.21614e-22
2801.97,1.55132e-21,1.18663e-22
2804.94,1.50476e-21,1.09713e-22
2807.9,1.71687e-21,1.47473e-22
2810.87,1.93234e-21,2.14718e-22
2813.83,2.11226e-21,2.39486e-22
2816.8,2.41411e-21,2.68311e-22
2819.76,2.29121e-21,2.3717e-22
2822.73,2.53607e-21,2.54597e-22
2825.69,2.40562e-21,2.28525e-22
2828.66,1.93323e-21,1.73666e-22
2831.62,1.71322e-21,1.34566e-22
2834.59,1.59427e-21,1.24225e-22
2837.55,1.66144e-21,1.1978e-22
2840.52,1.61936e-21,1.20524e-22
2843.48,1.56513e-21,1.07664e-22
2846.45,1.46278e-21,1.07585e-22
2849.41,1.43752e-21,1.12613e-22
2852.38,1.66062e-21,1.61478e-22
2855.34,1.71931e-21,1.59912e-22
2858.31,1.72776e-21,1.88678e-22
2861.27,1.45456e-21,1.29992e-22
2864.24,1.53662e-21,1.30643e-22
2867.2,1.46489e-21,1.33596e-22
2870.17,1.43855e-21,1.2401e-22
2873.13,1.39789e-21,1.08275e-22
2876.1,1.37125e-21,1.07815e-22
2879.06,1.37344e-21,1.10327e-22
2882.03,1.29134e-21,1.03831e-22
2884.99,1.36675e-21,1.01136e-22
2887.96,1.27163e-21,7.76747e-23
2890.92,1.2361e-21,8.68333e-23
2893.89,1.18902e-21,8.74556e-23
2896.85,1.29931e-21,8.55393e-23
2899.82,1.21798e-21,8.20833e-23
2902.78,1.30334e-21,8.50945e-23
2905.75,1.38934e-21,8.41507e-23
2908.71,1.48373e-21,8.65445e-23
2911.68,1.41175e-21,8.74115e-23
2914.65,1.44611e-21,9.07868e-23
2917.61,1.58478e-21,9.93881e-23
2920.58,1.64815e-21,9.91572e-23
2923.54,1.86169e-21,1.1376e-22
2926.51,1.92033e-21,1.23279e-22
2929.47,1.97341e-21,1.22514e-22
2932.44,1.93399e-21,1.26047e-22
2935.4,1.86791e-21,1.21343e-22
2938.37,1.92215e-21,1.22166e-22
2941.33,1.8457e-21,1.15079e-22
2944.3,1.98414e-21,1.24276e-22
2947.26,2.18833e-21,1.41055e-22
2950.23,2.30285e-21,1.39695e-22
2953.19,2.221e-21,1.48547e-22
2956.16,2.22337e-21,1.47008e-22
2959.12,2.32127e-21,1.56958e-22
2962.09,2.17307e-21,1.54412e-22
2965.05,2.24771e-21,1.60919e-22
2968.02,2.33235e-21,1.69248e-22
2970.98,2.28956e-21,1.65276e-22
2973.95,2.27822e-21,1.689e-22
2976.91,2.42685e-21,1.71996e-22
2979.88,2.338e-21,1.6451e-22
2982.84,2.2421e-21,1.59106e-22
2985.81,2.28245e-21,1.56165e-22
2988.77,2.37268e-21,1.59125e-22
2991.74,2.58406e-21,1.73825e-22
2994.7,2.58095e-21,1.67958e-22
2997.67,2.41611e-21,1.60405e-22
3000.63,2.42448e-21,1.69103e-22
3003.6,2.22307e-21,1.60681e-22
3006.56,2.19306e-21,1.44875e-22
3009.53,2.18464e-21,1.47105e-22
3012.49,2.30247e-21,1.62407e-22
3015.46,2.40035e-21,1.7175e-22
3018.42,2.64541e-21,1.92868e-22
3021.39,2.63319e-21,1.90461e-22
3024.35,2.71238e-21,1.88862e-22
3027.32,2.42759e-21,1.74244e-22
3030.28,2.23733e-21,1.60633e-22
3033.25,2.19695e-21,1.63931e-22
3036.21,1.95672e-21,1.36525e-22
3039.18,2.04828e-21,1.53665e-22
3042.14,1.98179e-21,1.47017e-22
3045.11,1.95775e-21,1.56508e-22
3048.07,2.17539e-21,1.80546e-22
3051.04,2.00858e-21,1.56521e-22
3054,2.21372e-21,1.78318e-22
3056.97,2.04626e-21,1.65051e-22
3059.93,1.86772e-21,1.54552e-22
3062.9,1.96492e-21,1.60112e-22
3065.86,2.18269e-21,1.76027e-22
3068.83,2.18535e-21,1.82351e-22
3071.79,2.24571e-21,1.69153e-22
3074.76,2.34077e-21,1.94571e-22
3077.72,2.17839e-21,1.75555e-22
3080.69,1.93717e-21,1.50663e-22
3083.65,1.93417e-21,1.3877e-22
3086.62,1.86372e-21,1.44721e-22
3089.58,1.81189e-21,1.5539e-22
3092.55,1.62164e-21,1.34954e-22
3095.51,1.63905e-21,1.45735e-22
3098.48,1.65937e-21,1.35049e-22
3101.44,1.66472e-21,1.40407e-22
3104.41,1.6249e-21,1.3674e-22
3107.37,1.66779e-21,1.42329e-22
3110.34,1.66053e-21,1.53114e-22
3113.3,1.46934e-21,1.31979e-22
3116.27,1.46993e-21,1.43522e-22
3119.23,1.50993e-21,1.4294e-22
3122.2,1.51675e-21,1.51096e-22
3125.16,1.3548e-21,1.33101e-22
3128.13,1.34872e-21,1.24947e-22
3131.09,1.37667e-21,1.42084e-22
3134.06,1.31868e-21,1.23369e-22
3137.02,1.21628e-21,1.26345e-22
3139.99,1.17782e-21,1.18133e-22
3142.95,1.33642e-21,1.34512e-22
3145.92,1.15912e-21,1.18335e-22
3148.88,1.21051e-21,1.32473e-22
3151.85,1.32087e-21,1.58792e-22
3154.81,1.29317e-21,1.60918e-22
3157.78,1.31266e-21,1.50249e-22
3160.74,1.4026e-21,1.44612e-22
3163.71,1.32869e-21,1.42672e-22
3166.67,1.48428e-21,1.54242e-22
3169.64,1.33329e-21,1.3335e-22
3172.6,1.34516e-21,1.40735e-22
3175.57,1.37011e-21,1.47198e-22
3178.53,1.25422e-21,1.24589e-22
3181.5,1.28486e-21,1.31905e-22
3184.46,1.45285e-21,1.50492e-22
3187.43,1.55255e-21,1.62207e-22
3190.39,1.70615e-21,1.68764e-22
3193.36,1.78675e-21,1.50128e-22
3196.32,1.83731e-21,1.6109e-22
3199.29,1.9772e-21,1.7896e-22
3202.25,1.99229e-21,1.83216e-22
3205.22,2.03824e-21,1.80419e-22
3208.19,2.22279e-21,2.11936e-22
3211.15,1.83201e-21,1.60916e-22
3214.12,1.89469e-21,1.51839e-22
3217.08,1.89777e-21,1.39297e-22
3220.05,1.73427e-21,1.35178e-22
3223.01,1.95448e-21,1.53446e-22
3225.98,1.88985e-21,1.44809e-22
3228.94,1.6918e-21,1.43188e-22
3231.91,1.48547e-21,1.42021e-22
3234.87,1.48418e-21,1.37403e-22
3237.84,1.48903e-21,1.29698e-22
3240.8,1.33219e-21,1.17652e-22
3243.77,1.36053e-21,1.21769e-22
3246.73,1.34982e-21,1.11455e-22
3249.7,1.28633e-21,1.08216e-22
3252.66,1.17432e-21,1.14308e-22
3255.63,1.20735e-21,1.42971e-22
3258.59,1.36702e-21,1.58129e-22
3261.56,1.4292e-21,1.70765e-22
3264.52,1.40662e-21,1.6362e-22
3267.49,1.59109e-21,1.52994e-22
3270.45,1.65515e-21,1.48286e-22
3273.42,1.62432e-21,1.58202e-22
3276.38,1.41914e-21,1.48963e-22
3279.35,1.6216e-21,1.7487e-22
3282.31,1.78016e-21,1.78791e-22
3285.28,1.81528e-21,1.99982e-22
3288.24,1.64003e-21,1.61177e-22
3291.21,1.82561e-21,1.68656e-22
3294.17,1.80111e-21,1.58768e-22
3297.14,1.6379e-21,1.75226e-22
3300.1,1.62578e-21,1.68371e-22
3303.07,1.57647e-21,1.53934e-22
3306.03,1.53273e-21,1.73172e-22
3309,1.68165e-21,2.11151e-22
3311.96,1.50632e-21,1.96974e-22
3314.93,1.48536e-21,1.73052e-22
3317.89,1.42879e-21,1.61219e-22
3320.86,1.40196e-21,1.61703e-22
3323.82,1.28191e-21,1.40371e-22
3326.79,1.30406e-21,1.41503e-22
3329.75,1.19927e-21,1.26699e-22
3332.72,1.23701e-21,1.52563e-22
3335.68,1.266e-21,1.32632e-22
3338.65,1.34257e-21,1.50837e-22
3341.61,1.22688e-21,1.34223e-22
3344.58,1.25636e-21,1.37969e-22
3347.54,1.30128e-21,1.48373e-22
3350.51,1.24057e-21,1.53865e-22
3353.47,1.11017e-21,1.31791e-22
3356.44,1.35682e-21,1.45005e-22
3359.4,1.33835e-21,1.38936e-22
3362.37,1.29911e-21,1.32044e-22
3365.33,1.45912e-21,1.43456e-22
3368.3,1.49106e-21,1.31163e-22
3371.26,1.47064e-21,1.36723e-22
3374.23,1.56394e-21,1.46987e-22
3377.19,1.5934e-21,1.6211e-22
3380.16,1.67913e-21,1.98774e-22
3383.12,1.50015e-21,1.86422e-22
3386.09,1.52683e-21,1.7951e-22
3389.05,1.42517e-21,1.82374e-22
3392.02,1.42042e-21,1.73794e-22
3394.98,1.73607e-21,2.02579e-22
3397.95,1.70691e-21,2.07104e-22
3400.91,1.78754e-21,2.26035e-22
3403.88,2.07012e-21,2.49199e-22
3406.84,1.77171e-21,2.02755e-22
3409.81,1.97085e-21,2.27629e-22
3412.77,1.7909e-21,2.03302e-22
3415.74,1.86744e-21,2.07808e-22
3418.7,1.93045e-21,2.28949e-22
3421.67,2.07755e-21,2.51644e-22
3424.63,2.14652e-21,2.46065e-22
3427.6,2.29601e-21,2.75724e-22
3430.56,2.11158e-21,2.12565e-22
3433.53,2.03599e-21,2.26918e-22
3436.49,2.26245e-21,2.66667e-22
3439.46,2.22982e-21,2.68905e-22
3442.42,2.30527e-21,2.68773e-22
3445.39,2.54028e-21,3.1263e-22
3448.35,2.41205e-21,2.28949e-22
3451.32,2.43106e-21,2.30347e-22
3454.28,2.30349e-21,2.35074e-22
3457.25,2.52945e-21,2.73161e-22
3460.21,2.5417e-21,2.86322e-22
3463.18,2.43905e-21,2.8074e-22
3466.14,2.61811e-21,3.0419e-22
3469.11,2.34733e-21,2.18443e-22
3472.07,2.46299e-21,2.44131e-22
3475.04,2.38645e-21,2.23145e-22
3478,2.38195e-21,2.31281e-22
3480.97,2.44061e-21,2.43932e-22
3483.93,2.24609e-21,2.19972e-22
3486.9,2.29003e-21,2.4518e-22
3489.86,2.20418e-21,1.94375e-22
3492.83,2.33353e-21,1.93607e-22
3495.8,2.27111e-21,2.12419e-22
3498.76,2.28319e-21,2.04946e-22
3501.73,2.02006e-21,1.79768e-22
3504.69,2.13319e-21,2.08039e-22
3507.66,2.04896e-21,2.1244e-22
3510.62,2.09714e-21,1.99689e-22
3513.59,2.1277e-21,2.51485e-22
3516.55,2.02821e-21,2.09016e-22
3519.52,2.10536e-21,2.59161e-22
3522.48,1.9413e-21,2.0769e-22
3525.45,1.68382e-21,2.00455e-22
3528.41,1.73078e-21,1.94715e-22
3531.38,1.80856e-21,1.82348e-22
3534.34,1.78492e-21,2.06084e-22
3537.31,1.74392e-21,2.37577e-22
3540.27,1.6594e-21,1.90428e-22
3543.24,1.52649e-21,1.80546e-22
3546.2,1.44274e-21,2.23682e-22
3549.17,1.45127e-21,2.05999e-22
3552.13,1.54292e-21,2.19168e-22
3555.1,1.50524e-21,1.94256e-22
3558.06,1.52998e-21,1.84062e-22
3561.03,1.48965e-21,1.78443e-22
3563.99,1.67798e-21,1.79118e-22
3566.96,1.48564e-21,1.60689e-22
3569.92,1.60335e-21,1.86214e-22
3572.89,1.63544e-21,1.82576e-22
3575.85,1.69292e-21,1.77036e-22
3578.82,1.73406e-21,1.90425e-22
3581.78,1.83064e-21,2.07715e-22
3584.75,1.94809e-21,2.09734e-22
3587.71,1.76093e-21,2.00653e-22
3590.68,1.89181e-21,2.28455e-22
3593.64,2.03769e-21,2.61535e-22
3596.61,2.108e-21,2.6942e-22
3599.57,2.26238e-21,2.61103e-22
3602.54,2.07094e-21,2.41018e-22
3605.5,1.98999e-21,2.24559e-22
3608.47,1.79437e-21,1.90505e-22
3611.43,1.6901e-21,1.78293e-22
3614.4,1.81215e-21,2.32066e-22
3617.36,1.80045e-21,2.36471e-22
3620.33,1.73703e-21,2.39572e-22
3623.29,1.6465e-21,2.03806e-22
3626.26,1.2767e-21,1.40921e-22
3629.22,1.27172e-21,1.25394e-22
3632.19,1.41262e-21,1.51231e-22
3635.15,1.32915e-21,1.56753e-22
3638.12,1.28175e-21,1.28088e-22
3641.08,1.41888e-21,1.40836e-22
3644.05,1.59915e-21,1.70944e-22
3647.01,1.72062e-21,1.76202e-22
3649.98,1.46629e-21,1.51764e-22
3652.94,1.44494e-21,1.47653e-22
3655.91,1.54376e-21,1.66636e-22
3658.87,1.55874e-21,1.58803e-22
3661.84,1.55606e-21,1.64217e-22
3664.8,1.49656e-21,1.5924e-22
3667.77,1.74617e-21,1.84728e-22
3670.73,1.66469e-21,1.88902e-22
3673.7,1.61376e-21,1.94816e-22
3676.66,1.73436e-21,1.95386e-22
3679.63,1.43788e-21,1.66956e-22
3682.59,1.58389e-21,1.94064e-22
3685.56,1.55821e-21,1.87871e-22
3688.52,1.72402e-21,2.18571e-22
3691.49,1.72616e-21,2.08022e-22
3694.45,1.62007e-21,1.7855e-22
3697.42,1.62244e-21,1.94852e-22
3700.38,1.72122e-21,2.06476e-22
3703.35,1.61339e-21,1.92511e-22
3706.31,1.42683e-21,1.48974e-22
3709.28,1.40148e-21,1.61107e-22
3712.24,1.32466e-21,1.5492e-22
3715.21,1.29691e-21,1.59695e-22
3718.17,1.20014e-21,1.80152e-22
3721.14,1.16579e-21,1.9586e-22
3724.1,1.39699e-21,2.32328e-22
3727.07,1.29527e-21,1.62971e-22
3730.03,1.26659e-21,1.49671e-22
3733,1.42734e-21,1.35005e-22
3735.96,1.49801e-21,1.64445e-22
3738.93,1.75092e-21,2.3188e-22
3741.89,1.80782e-21,2.60931e-22
3744.86,2.12293e-21,3.41161e-22
3747.82,2.29907e-21,3.41194e-22
3750.79,2.00789e-21,2.87548e-22
3753.75,2.17711e-21,2.63304e-22
3756.72,2.4851e-21,3.20039e-22
3759.68,2.71932e-21,3.40816e-22
3762.65,2.5059e-21,3.21101e-22
3765.61,2.58872e-21,3.18509e-22
3768.58,2.532e-21,3.12642e-22
3771.54,2.6414e-21,3.0719e-22
3774.51,2.88454e-21,3.87504e-22
3777.47,2.81431e-21,3.69927e-22
3780.44,3.50487e-21,5.04302e-22
3783.4,3.36713e-21,5.16774e-22
3786.37,3.30573e-21,4.06186e-22
3789.34,2.72884e-21,2.97591e-22
3792.3,3.08918e-21,3.28108e-22
3795.27,3.24188e-21,3.119e-22
3798.23,3.26608e-21,3.00513e-22
3801.2,3.44246e-21,2.94262e-22
3804.16,3.14586e-21,2.67246e-22
3807.13,3.78323e-21,3.67919e-22
3810.09,3.43618e-21,3.1643e-22
3813.06,3.55117e-21,2.67775e-22
3816.02,3.61305e-21,2.73908e-22
3818.99,3.44453e-21,2.64696e-22
3821.95,3.51606e-21,3.421e-22
3824.92,3.48883e-21,2.99062e-22
3827.88,3.44499e-21,3.04216e-22
3830.85,3.53136e-21,3.22805e-22
3833.81,3.83362e-21,3.48924e-22
3836.78,3.79616e-21,3.11889e-22
3839.74,3.761e-21,3.60783e-22
3842.71,3.69975e-21,3.30588e-22
3845.67,3.60604e-21,3.23938e-22
3848.64,3.36132e-21,3.19461e-22
3851.6,3.56601e-21,4.36373e-22
3854.57,3.21921e-21,3.60108e-22
3857.53,3.10335e-21,3.29255e-22
3860.5,2.62344e-21,2.68039e-22
3863.46,3.20935e-21,4.55608e-22
3866.43,2.64144e-21,3.72101e-22
3869.39,2.79421e-21,4.16065e-22
3872.36,2.8545e-21,4.09299e-22
3875.32,2.67217e-21,3.84403e-22
3878.29,2.72215e-21,3.52168e-22
3881.25,3.0205e-21,3.80138e-22
3884.22,2.92153e-21,3.62612e-22
3887.18,3.07814e-21,4.4321e-22
3890.15,2.90607e-21,4.30282e-22
3893.11,2.43873e-21,3.77955e-22
3896.08,2.42478e-21,3.97828e-22
3899.04,2.74189e-21,4.41247e-22
3902.01,2.45493e-21,3.90908e-22
3904.97,2.28507e-21,3.74883e-22
3907.94,2.46879e-21,4.40427e-22
3910.9,2.21489e-21,3.95533e-22
3913.87,2.33659e-21,3.9803e-22
3916.83,2.62684e-21,4.25973e-22
3919.8,2.15081e-21,3.63305e-22
3922.76,2.26058e-21,3.97498e-22
3925.73,2.34773e-21,4.00253e-22
3928.69,2.07136e-21,3.68432e-22
3931.66,1.97916e-21,3.21972e-22
3934.62,2.0529e-21,3.41614e-22
3937.59,2.12553e-21,3.39891e-22
3940.55,2.16633e-21,3.48486e-22
3943.52,1.5649e-21,2.76472e-22
3946.48,1.66583e-21,2.59593e-22
3949.45,2.3543e-21,3.46717e-22
3952.41,2.47935e-21,3.69173e-22
3955.38,2.40056e-21,3.30345e-22
3958.34,2.33259e-21,2.97513e-22
3961.31,2.00116e-21,2.64107e-22
3964.27,2.03437e-21,2.71512e-22
3967.24,1.86208e-21,1.88288e-22
3970.2,1.76955e-21,1.93158e-22
3973.17,1.89e-21,2.01333e-22
3976.13,1.92746e-21,1.75607e-22
3979.1,1.94638e-21,1.86432e-22
3982.06,1.91767e-21,2.11951e-22
3985.03,1.81489e-21,1.79889e-22
3987.99,1.94987e-21,1.90609e-22
3990.96,2.06038e-21,2.08788e-22
