Tau,SF,+-
152.345,3.83595e-23,3.30095e-24
155.275,3.82827e-23,3.2521e-24
158.205,4.06151e-23,3.64004e-24
161.134,3.93349e-23,3.46085e-24
164.064,3.48783e-23,2.83894e-24
166.994,3.52807e-23,2.90136e-24
169.924,3.48198e-23,2.91802e-24
172.853,3.71291e-23,3.22102e-24
175.783,3.5218e-23,2.91758e-24
178.713,3.60626e-23,3.07004e-24
181.642,3.7602e-23,3.24757e-24
184.572,3.55803e-23,3.1219e-24
187.502,3.40487e-23,2.53898e-24
190.432,3.81654e-23,3.0284e-24
193.361,3.49046e-23,2.66646e-24
196.291,3.59776e-23,2.78629e-24
199.221,3.65596e-23,2.65227e-24
202.15,3.78176e-23,2.75568e-24
205.08,3.80893e-23,2.69426e-24
208.01,3.97116e-23,2.91794e-24
210.94,4.195e-23,3.11357e-24
213.869,4.151e-23,2.83084e-24
216.799,4.49766e-23,3.24416e-24
219.729,4.94692e-23,3.82741e-24
222.658,5.5055e-23,4.40497e-24
225.588,5.50652e-23,4.27355e-24
228.518,5.77245e-23,4.88333e-24
231.448,5.06851e-23,3.7374e-24
234.377,5.1405e-23,3.61935e-24
237.307,5.33778e-23,3.95438e-24
240.237,5.54018e-23,4.21763e-24
243.166,5.52266e-23,4.22726e-24
246.096,5.23815e-23,3.83135e-24
249.026,5.43119e-23,4.12655e-24
251.956,4.70771e-23,3.51618e-24
254.885,4.70621e-23,3.55282e-24
257.815,4.78975e-23,3.65371e-24
260.745,4.84113e-23,3.65863e-24
263.674,4.66554e-23,3.55904e-24
266.604,4.59684e-23,3.37673e-24
269.534,4.73868e-23,3.34774e-24
272.464,4.76631e-23,3.33628e-24
275.393,4.83251e-23,3.50395e-24
278.323,5.02346e-23,3.47379e-24
281.253,4.90974e-23,3.32977e-24
284.182,4.70818e-23,3.4004e-24
287.112,4.83633e-23,3.4556e-24
290.042,4.72681e-23,3.25667e-24
292.972,4.94771e-23,3.51194e-24
295.901,4.90992e-23,3.3372e-24
298.831,5.03151e-23,3.57521e-24
301.761,5.44881e-23,3.6224e-24
304.69,5.38607e-23,3.57147e-24
307.62,5.26803e-23,3.86562e-24
310.55,5.48208e-23,3.89349e-24
313.48,5.37259e-23,3.50763e-24
316.409,5.59438e-23,3.67975e-24
319.339,5.59302e-23,3.9625e-24
322.269,5.29582e-23,3.70327e-24
325.198,5.54248e-23,3.74961e-24
328.128,5.43865e-23,3.67424e-24
331.058,5.54135e-23,3.90979e-24
333.988,5.21205e-23,3.44488e-24
336.917,5.33642e-23,3.54947e-24
339.847,5.2255e-23,3.48693e-24
342.777,5.35584e-23,3.85547e-24
345.706,5.34812e-23,3.5489e-24
348.636,5.25686e-23,3.62197e-24
351.566,5.14875e-23,3.4042e-24
354.496,5.22823e-23,3.74326e-24
357.425,5.11123e-23,3.50935e-24
360.355,5.30077e-23,3.67882e-24
363.285,5.15132e-23,3.4483e-24
366.214,5.13725e-23,3.72633e-24
369.144,4.75122e-23,3.4465e-24
372.074,4.65283e-23,3.11523e-24
375.004,4.76245e-23,3.32988e-24
377.933,4.33919e-23,3.11868e-24
380.863,4.53863e-23,3.096e-24
383.793,4.3789e-23,2.91913e-24
386.723,4.27577e-23,2.89686e-24
389.652,4.32114e-23,3.14478e-24
392.582,4.19242e-23,2.87524e-24
395.512,4.35312e-23,2.79511e-24
398.441,4.50912e-23,3.13421e-24
401.371,4.38223e-23,3.04513e-24
404.301,4.42303e-23,3.11328e-24
407.231,4.5716e-23,3.09487e-24
410.16,4.89696e-23,3.37236e-24
413.09,4.90228e-23,3.44498e-24
416.02,4.92854e-23,3.31768e-24
418.949,5.44389e-23,3.64138e-24
421.879,5.55608e-23,3.81577e-24
424.809,5.90367e-23,3.91134e-24
427.739,5.93089e-23,3.84419e-24
430.668,6.01611e-23,3.78193e-24
433.598,6.27731e-23,3.99499e-24
436.528,6.4145e-23,4.26016e-24
439.457,6.36621e-23,4.04183e-24
442.387,6.55885e-23,3.97618e-24
445.317,6.74501e-23,4.36176e-24
448.247,6.88138e-23,4.02845e-24
451.176,6.96272e-23,4.14469e-24
454.106,6.97139e-23,4.10182e-24
457.036,7.26891e-23,4.34563e-24
459.965,7.33719e-23,4.24818e-24
462.895,7.1584e-23,4.10104e-24
465.825,7.08092e-23,4.03274e-24
468.755,7.43131e-23,4.48389e-24
471.684,7.01837e-23,4.38163e-24
474.614,6.62046e-23,3.95806e-24
477.544,6.27224e-23,3.88052e-24
480.473,6.55751e-23,4.48434e-24
483.403,6.04741e-23,3.93116e-24
486.333,5.89606e-23,3.82369e-24
489.263,5.84497e-23,3.81421e-24
492.192,5.74936e-23,4.1336e-24
495.122,5.63743e-23,3.88942e-24
498.052,5.6901e-23,3.87112e-24
500.981,5.63228e-23,4.19693e-24
503.911,5.42547e-23,3.99648e-24
506.841,5.22351e-23,3.94525e-24
509.771,5.07352e-23,3.64357e-24
512.7,5.09431e-23,3.74099e-24
515.63,5.02285e-23,4.19362e-24
518.56,4.75991e-23,3.70442e-24
521.489,4.94849e-23,3.94793e-24
524.419,4.99153e-23,4.46386e-24
527.349,5.0616e-23,4.17959e-24
530.279,5.48199e-23,4.19982e-24
533.208,5.82081e-23,4.76292e-24
536.138,6.08288e-23,4.81584e-24
539.068,6.31939e-23,4.95478e-24
541.997,6.42483e-23,5.01316e-24
544.927,6.55265e-23,4.7632e-24
547.857,6.93665e-23,5.3125e-24
550.787,6.86641e-23,5.39715e-24
553.716,6.78904e-23,5.1254e-24
556.646,6.50321e-23,4.68118e-24
559.576,6.6462e-23,5.31198e-24
562.505,6.40714e-23,5.04127e-24
565.435,6.35311e-23,4.60253e-24
568.365,6.7895e-23,5.04265e-24
571.295,6.38006e-23,4.76328e-24
574.224,6.74028e-23,4.85267e-24
577.154,6.74272e-23,4.70882e-24
580.084,7.2466e-23,5.18425e-24
583.013,7.02788e-23,5.20639e-24
585.943,7.03443e-23,5.12662e-24
588.873,7.0754e-23,4.90495e-24
591.803,6.87791e-23,4.88689e-24
594.732,7.58769e-23,5.56274e-24
597.662,6.9613e-23,5.02183e-24
600.592,7.17251e-23,5.00993e-24
603.521,7.33527e-23,5.2597e-24
606.451,7.14956e-23,5.28661e-24
609.381,7.49525e-23,5.44863e-24
612.311,7.50589e-23,5.33539e-24
615.24,7.46555e-23,5.17966e-24
618.17,7.20764e-23,5.56737e-24
621.1,7.25219e-23,5.37829e-24
624.029,7.23475e-23,5.37417e-24
626.959,6.97227e-23,5.10328e-24
629.889,6.83934e-23,5.16356e-24
632.819,7.05214e-23,5.46251e-24
635.748,6.49392e-23,4.60445e-24
638.678,6.92582e-23,5.30435e-24
641.608,6.73217e-23,5.16036e-24
644.538,6.45082e-23,5.10854e-24
647.467,6.56041e-23,5.05046e-24
650.397,6.72152e-23,5.43728e-24
653.327,6.32728e-23,5.2471e-24
656.256,6.10816e-23,4.88675e-24
659.186,6.92204e-23,5.37956e-24
662.116,6.00064e-23,4.95451e-24
665.046,6.12743e-23,5.15505e-24
667.975,6.14121e-23,4.66624e-24
670.905,6.04731e-23,4.84689e-24
673.835,5.90722e-23,4.9536e-24
676.764,5.83876e-23,4.8636e-24
679.694,5.68077e-23,4.51314e-24
682.624,6.37962e-23,4.91757e-24
685.554,5.69691e-23,4.44966e-24
688.483,5.9158e-23,4.54043e-24
691.413,6.04509e-23,4.53416e-24
694.343,6.20291e-23,4.56793e-24
697.272,6.50961e-23,4.90193e-24
700.202,6.01589e-23,4.55131e-24
703.132,6.24306e-23,4.4844e-24
706.062,6.34102e-23,4.42661e-24
708.991,6.19113e-23,4.57689e-24
711.921,6.37675e-23,4.77364e-24
714.851,6.74045e-23,4.66697e-24
717.78,6.85421e-23,4.79984e-24
720.71,6.7272e-23,4.8323e-24
723.64,6.72883e-23,4.69485e-24
726.57,6.72583e-23,4.7215e-24
729.499,6.63119e-23,4.4151e-24
732.429,7.01001e-23,4.97913e-24
735.359,6.77098e-23,4.75204e-24
738.288,6.47326e-23,4.3214e-24
741.218,6.60701e-23,4.32313e-24
744.148,6.40375e-23,4.54467e-24
747.078,6.22515e-23,4.28414e-24
750.007,6.18873e-23,3.98536e-24
752.937,6.42924e-23,4.43668e-24
755.867,6.07979e-23,4.3151e-24
758.796,6.15011e-23,4.14002e-24
761.726,5.98342e-23,3.80551e-24
764.656,5.85215e-23,3.94997e-24
767.586,5.89749e-23,4.31325e-24
770.515,5.62736e-23,3.7743e-24
773.445,5.58894e-23,3.77692e-24
776.375,5.71503e-23,4.01529e-24
779.304,5.76742e-23,4.09273e-24
782.234,5.87232e-23,4.02694e-24
785.164,5.81108e-23,4.03265e-24
788.094,6.25642e-23,4.55951e-24
791.023,6.23525e-23,4.60881e-24
793.953,6.59091e-23,4.73335e-24
796.883,6.36797e-23,4.26256e-24
799.812,6.78224e-23,5.07426e-24
802.742,7.14806e-23,5.82291e-24
805.672,7.1834e-23,5.2706e-24
808.602,7.5004e-23,5.38567e-24
811.531,7.48023e-23,5.80089e-24
814.461,7.99734e-23,6.21097e-24
817.391,7.4114e-23,5.33536e-24
820.32,7.97601e-23,6.12936e-24
823.25,7.77408e-23,5.82506e-24
826.18,7.9529e-23,6.24315e-24
829.11,7.7011e-23,5.80674e-24
832.039,7.6958e-23,5.58146e-24
834.969,7.56393e-23,5.6593e-24
837.899,7.59479e-23,5.86285e-24
840.828,7.46362e-23,5.37362e-24
843.758,7.26915e-23,5.32946e-24
846.688,7.35096e-23,5.58146e-24
849.618,7.31557e-23,5.43474e-24
852.547,7.36144e-23,5.07225e-24
855.477,7.60314e-23,5.391e-24
858.407,7.10247e-23,5.27943e-24
861.336,7.36076e-23,5.45629e-24
864.266,6.77855e-23,4.90369e-24
867.196,6.96972e-23,5.41196e-24
870.126,6.67655e-23,5.18677e-24
873.055,6.7005e-23,5.36267e-24
875.985,6.63366e-23,4.99084e-24
878.915,6.72969e-23,4.96244e-24
881.844,6.775e-23,5.45703e-24
884.774,6.66449e-23,5.38666e-24
887.704,6.60756e-23,4.99516e-24
890.634,6.90432e-23,5.34067e-24
893.563,7.02305e-23,5.38157e-24
896.493,7.12508e-23,5.45722e-24
899.423,7.00165e-23,5.24295e-24
902.353,6.9616e-23,5.37444e-24
905.282,6.88981e-23,5.67599e-24
908.212,6.7869e-23,5.30522e-24
911.142,6.64715e-23,5.10019e-24
914.071,7.01035e-23,5.66244e-24
917.001,7.2602e-23,5.72736e-24
919.931,6.84059e-23,5.51396e-24
922.861,7.55924e-23,5.61496e-24
925.79,8.0547e-23,6.47847e-24
928.72,7.48078e-23,6.22703e-24
931.65,7.19678e-23,5.74547e-24
934.579,7.43621e-23,5.44739e-24
937.509,7.22811e-23,5.77608e-24
940.439,7.1351e-23,5.80857e-24
943.369,7.62191e-23,6.08135e-24
946.298,8.27324e-23,6.85689e-24
949.228,7.47599e-23,6.33791e-24
952.158,6.97843e-23,5.67682e-24
955.087,6.70098e-23,4.99675e-24
958.017,7.06821e-23,5.86673e-24
960.947,6.81114e-23,5.96464e-24
963.877,7.03116e-23,6.14379e-24
966.806,6.97714e-23,5.85378e-24
969.736,7.48282e-23,5.88683e-24
972.666,6.92345e-23,6.13228e-24
975.595,7.23746e-23,6.39223e-24
978.525,7.95272e-23,6.52793e-24
981.455,7.70608e-23,6.23524e-24
984.385,7.59356e-23,6.39122e-24
987.314,8.00732e-23,7.01682e-24
990.244,7.93511e-23,6.38904e-24
993.174,7.89691e-23,6.56343e-24
996.103,7.83357e-23,6.74885e-24
999.033,7.79136e-23,6.56188e-24
1001.96,8.01228e-23,6.53248e-24
1004.89,7.37277e-23,5.67761e-24
1007.82,7.71508e-23,6.37043e-24
1010.75,7.65902e-23,6.09917e-24
1013.68,7.63166e-23,5.82634e-24
1016.61,7.5561e-23,5.67948e-24
1019.54,7.46246e-23,5.77932e-24
1022.47,7.47287e-23,5.808e-24
1025.4,7.28067e-23,4.95717e-24
1028.33,7.48272e-23,5.43575e-24
1031.26,7.08322e-23,5.50507e-24
1034.19,7.56112e-23,5.72269e-24
1037.12,7.8847e-23,5.51892e-24
1040.05,7.39699e-23,5.31971e-24
1042.98,7.38078e-23,5.40389e-24
1045.91,7.37614e-23,5.0372e-24
1048.84,7.45166e-23,5.10557e-24
1051.77,7.38854e-23,5.00283e-24
1054.7,7.44029e-23,5.08279e-24
1057.63,7.2631e-23,4.78176e-24
1060.56,7.53407e-23,5.03317e-24
1063.49,6.90371e-23,4.52621e-24
1066.42,7.41131e-23,4.94467e-24
1069.35,7.15984e-23,4.68833e-24
1072.28,7.2716e-23,4.69956e-24
1075.21,7.2925e-23,4.95098e-24
1078.14,7.07688e-23,4.77955e-24
1081.07,7.01627e-23,4.58677e-24
1083.99,7.2727e-23,4.27495e-24
1086.92,7.61044e-23,5.01752e-24
1089.85,7.02109e-23,4.51836e-24
1092.78,7.27229e-23,4.80226e-24
1095.71,6.97899e-23,4.6187e-24
1098.64,6.82831e-23,4.74663e-24
1101.57,6.96539e-23,5.16601e-24
1104.5,6.39818e-23,4.44516e-24
1107.43,6.55014e-23,4.54519e-24
1110.36,6.8725e-23,5.05349e-24
1113.29,6.35822e-23,4.76106e-24
1116.22,6.48358e-23,4.71153e-24
1119.15,6.41937e-23,4.49028e-24
1122.08,6.34071e-23,4.5235e-24
1125.01,6.3198e-23,4.41879e-24
1127.94,6.26865e-23,4.4511e-24
1130.87,6.32806e-23,4.33447e-24
1133.8,6.03425e-23,4.40598e-24
1136.73,6.18488e-23,4.56251e-24
1139.66,6.38603e-23,4.64518e-24
1142.59,6.43684e-23,4.63701e-24
1145.52,6.30263e-23,4.59154e-24
1148.45,6.68853e-23,4.9136e-24
1151.38,6.8063e-23,4.70083e-24
1154.31,6.88348e-23,4.94487e-24
1157.24,6.88465e-23,5.32203e-24
1160.17,6.87067e-23,5.30603e-24
1163.1,7.1163e-23,5.07082e-24
1166.03,7.19629e-23,5.35488e-24
1168.96,7.12818e-23,5.60123e-24
1171.89,7.86507e-23,6.05927e-24
1174.82,7.46474e-23,5.66475e-24
1177.75,8.50041e-23,6.96342e-24
1180.68,8.78504e-23,7.176e-24
1183.61,8.56757e-23,6.78315e-24
1186.53,8.74446e-23,6.5988e-24
1189.46,8.62339e-23,6.8422e-24
1192.39,8.46419e-23,6.98e-24
1195.32,8.32074e-23,6.75069e-24
1198.25,8.22458e-23,6.31119e-24
1201.18,7.7929e-23,6.06062e-24
1204.11,8.01302e-23,6.44683e-24
1207.04,7.55908e-23,5.8509e-24
1209.97,7.41918e-23,5.45392e-24
1212.9,7.30987e-23,5.43628e-24
1215.83,7.39957e-23,5.73723e-24
1218.76,7.23749e-23,5.24899e-24
1221.69,7.09331e-23,5.11698e-24
1224.62,7.26497e-23,5.64378e-24
1227.55,6.89298e-23,5.31789e-24
1230.48,6.80097e-23,5.15916e-24
1233.41,7.17143e-23,5.26285e-24
1236.34,6.91764e-23,5.27891e-24
1239.27,6.74571e-23,5.18837e-24
1242.2,7.02455e-23,5.38784e-24
1245.13,7.20769e-23,5.3389e-24
1248.06,6.74199e-23,4.89651e-24
1250.99,6.93741e-23,5.26342e-24
1253.92,7.12773e-23,5.51385e-24
1256.85,7.06792e-23,5.22703e-24
1259.78,7.43462e-23,5.67963e-24
1262.71,7.34362e-23,5.87132e-24
1265.64,6.87574e-23,4.81721e-24
1268.57,7.18233e-23,5.20255e-24
1271.5,6.98101e-23,5.45681e-24
1274.43,7.277e-23,5.70725e-24
1277.36,7.44465e-23,5.58603e-24
1280.29,7.54429e-23,5.79652e-24
1283.22,8.02554e-23,6.33589e-24
1286.15,7.32888e-23,5.67819e-24
1289.08,7.52554e-23,5.44954e-24
1292,7.79768e-23,6.06546e-24
1294.93,7.43051e-23,5.72073e-24
1297.86,7.53251e-23,5.90347e-24
1300.79,7.2536e-23,5.09156e-24
1303.72,7.28019e-23,5.57008e-24
1306.65,7.03915e-23,5.49482e-24
1309.58,6.99502e-23,5.36716e-24
1312.51,6.87088e-23,4.95215e-24
1315.44,7.30036e-23,5.70597e-24
1318.37,6.99228e-23,5.43441e-24
1321.3,7.27434e-23,5.21153e-24
1324.23,7.35038e-23,5.2033e-24
1327.16,7.29185e-23,5.38278e-24
1330.09,7.18572e-23,5.19848e-24
1333.02,7.14998e-23,5.34245e-24
1335.95,6.85632e-23,5.11285e-24
1338.88,6.52537e-23,5.15655e-24
1341.81,6.2906e-23,4.91278e-24
1344.74,6.19275e-23,4.78326e-24
1347.67,6.83338e-23,5.36483e-24
1350.6,6.86012e-23,5.75703e-24
1353.53,6.43223e-23,5.27228e-24
1356.46,6.35844e-23,5.11729e-24
1359.39,6.79323e-23,5.31461e-24
1362.32,6.805e-23,5.5254e-24
1365.25,6.42991e-23,5.34008e-24
1368.18,6.5606e-23,5.16843e-24
1371.11,6.74817e-23,5.20707e-24
1374.04,6.55362e-23,5.32457e-24
1376.97,6.37239e-23,5.21065e-24
1379.9,6.15813e-23,4.69005e-24
1382.83,6.34499e-23,4.87689e-24
1385.76,6.40417e-23,5.37982e-24
1388.69,6.55763e-23,5.57026e-24
1391.62,6.40755e-23,4.94785e-24
1394.54,6.63162e-23,5.04095e-24
1397.47,6.44438e-23,5.33972e-24
1400.4,6.12208e-23,5.15818e-24
1403.33,6.24235e-23,4.87088e-24
1406.26,6.63004e-23,5.17033e-24
1409.19,6.31851e-23,5.04113e-24
1412.12,6.63448e-23,4.86471e-24
1415.05,7.06025e-23,5.21933e-24
1417.98,7.38496e-23,5.62131e-24
1420.91,7.04418e-23,5.34439e-24
1423.84,6.83342e-23,5.17272e-24
1426.77,6.19896e-23,4.39311e-24
1429.7,6.05644e-23,4.52374e-24
1432.63,6.4192e-23,4.87883e-24
1435.56,6.13638e-23,4.65564e-24
1438.49,6.48544e-23,4.46527e-24
1441.42,6.00188e-23,4.34255e-24
1444.35,5.99217e-23,4.51499e-24
1447.28,5.83676e-23,4.16781e-24
1450.21,6.15778e-23,4.19174e-24
1453.14,6.44889e-23,4.49112e-24
1456.07,6.31568e-23,4.39712e-24
1459,6.41035e-23,4.34682e-24
1461.93,6.38269e-23,4.17106e-24
1464.86,6.47778e-23,4.70858e-24
1467.79,6.15937e-23,4.43215e-24
1470.72,6.45565e-23,4.11283e-24
1473.65,6.48947e-23,4.25988e-24
1476.58,5.85875e-23,3.94772e-24
1479.51,5.81078e-23,4.21847e-24
1482.44,5.48499e-23,3.81933e-24
1485.37,5.76331e-23,4.05153e-24
1488.3,5.90507e-23,4.6833e-24
1491.23,5.75346e-23,4.03761e-24
1494.16,5.84602e-23,4.12057e-24
1497.08,6.33723e-23,4.77907e-24
1500.01,6.13087e-23,4.85136e-24
1502.94,6.1591e-23,4.95282e-24
1505.87,5.74196e-23,4.08729e-24
1508.8,5.72766e-23,4.27954e-24
1511.73,5.51049e-23,4.35921e-24
1514.66,5.60175e-23,4.64064e-24
1517.59,5.57904e-23,4.27746e-24
1520.52,5.46649e-23,4.32802e-24
1523.45,5.49053e-23,4.66095e-24
1526.38,5.65823e-23,4.43796e-24
1529.31,5.87343e-23,4.78879e-24
1532.24,6.05354e-23,5.05078e-24
1535.17,6.38483e-23,5.69145e-24
1538.1,5.78351e-23,4.34141e-24
1541.03,6.06959e-23,4.53108e-24
1543.96,6.65354e-23,5.37335e-24
1546.89,6.2877e-23,5.26913e-24
1549.82,6.00581e-23,4.73503e-24
1552.75,6.66111e-23,5.07366e-24
1555.68,6.8338e-23,5.36224e-24
1558.61,6.76837e-23,5.53098e-24
1561.54,6.66998e-23,4.95473e-24
1564.47,7.32513e-23,5.39475e-24
1567.4,7.15293e-23,5.6904e-24
1570.33,6.98394e-23,5.28796e-24
1573.26,7.31158e-23,5.53906e-24
1576.19,7.30365e-23,5.20186e-24
1579.12,7.24213e-23,5.20586e-24
1582.05,7.88662e-23,5.98719e-24
1584.98,7.52199e-23,5.17035e-24
1587.91,7.83141e-23,5.48296e-24
1590.84,8.02308e-23,5.49637e-24
1593.77,8.18744e-23,5.86444e-24
1596.7,7.78656e-23,5.20665e-24
1599.62,7.92284e-23,5.3499e-24
1602.55,8.05811e-23,5.87262e-24
1605.48,7.46683e-23,5.31562e-24
1608.41,7.45412e-23,5.27012e-24
1611.34,7.24535e-23,5.02354e-24
1614.27,7.31679e-23,5.39378e-24
1617.2,7.36512e-23,5.85455e-24
1620.13,6.96891e-23,5.23189e-24
1623.06,7.09126e-23,5.26327e-24
1625.99,6.98184e-23,5.51368e-24
1628.92,6.8275e-23,5.3093e-24
1631.85,6.50398e-23,4.82122e-24
1634.78,6.61849e-23,4.99849e-24
1637.71,6.89675e-23,5.44916e-24
1640.64,6.84549e-23,5.66444e-24
1643.57,6.37422e-23,4.77976e-24
1646.5,7.05493e-23,5.45966e-24
1649.43,7.56827e-23,6.97868e-24
1652.36,7.54031e-23,6.68795e-24
1655.29,7.60197e-23,6.7187e-24
1658.22,8.45477e-23,7.74109e-24
1661.15,8.53587e-23,7.95367e-24
1664.08,8.98381e-23,8.38904e-24
1667.01,9.47689e-23,8.29968e-24
1669.94,1.04998e-22,9.58113e-24
1672.87,1.06707e-22,9.95264e-24
1675.8,1.04684e-22,9.50079e-24
1678.73,1.00103e-22,9.00624e-24
1681.66,1.01584e-22,9.18115e-24
1684.59,1.03972e-22,1.00098e-23
1687.52,1.04721e-22,9.93422e-24
1690.45,1.00564e-22,9.23259e-24
1693.38,9.9518e-23,9.43577e-24
1696.31,1.02462e-22,9.84961e-24
1699.24,1.01594e-22,9.79584e-24
1702.16,9.76459e-23,9.12233e-24
1705.09,9.13351e-23,9.21986e-24
1708.02,8.86916e-23,8.94297e-24
1710.95,8.45559e-23,8.54009e-24
1713.88,7.66467e-23,7.70412e-24
1716.81,7.23196e-23,7.58992e-24
1719.74,7.43834e-23,8.2056e-24
1722.67,7.06434e-23,7.179e-24
1725.6,5.73016e-23,4.91588e-24
1728.53,5.4078e-23,4.49316e-24
1731.46,5.64308e-23,5.47749e-24
1734.39,5.12347e-23,4.04602e-24
1737.32,5.40047e-23,4.38756e-24
1740.25,5.64421e-23,4.89641e-24
1743.18,5.34691e-23,4.24109e-24
1746.11,5.55155e-23,4.50642e-24
1749.04,5.43715e-23,4.1296e-24
1751.97,5.56263e-23,4.65088e-24
1754.9,5.56805e-23,4.33975e-24
1757.83,5.49559e-23,4.05393e-24
1760.76,5.37217e-23,4.31151e-24
1763.69,5.41321e-23,4.19844e-24
1766.62,5.37437e-23,4.49195e-24
1769.55,5.37346e-23,4.07419e-24
1772.48,5.78529e-23,4.05632e-24
1775.41,6.09688e-23,4.5714e-24
1778.34,6.00456e-23,4.60935e-24
1781.27,6.05934e-23,4.51201e-24
1784.2,5.94936e-23,4.24372e-24
1787.13,6.46567e-23,4.76347e-24
1790.06,6.12036e-23,4.33574e-24
1792.99,6.17469e-23,4.20935e-24
1795.92,6.00888e-23,4.09755e-24
1798.85,6.41823e-23,4.66415e-24
1801.78,5.85784e-23,4.02275e-24
1804.71,5.70706e-23,3.69465e-24
1807.63,6.21532e-23,4.18173e-24
1810.56,6.11769e-23,4.23977e-24
1813.49,6.42739e-23,4.3745e-24
1816.42,6.38402e-23,4.12747e-24
1819.35,6.40082e-23,4.0071e-24
1822.28,6.74511e-23,4.45147e-24
1825.21,6.43794e-23,3.98901e-24
1828.14,6.23123e-23,3.67487e-24
1831.07,6.22746e-23,4.25157e-24
1834,6.08797e-23,4.00573e-24
1836.93,6.00307e-23,4.0061e-24
1839.86,5.83026e-23,3.75244e-24
1842.79,5.6887e-23,4.04977e-24
1845.72,5.57586e-23,3.74353e-24
1848.65,5.5051e-23,3.75447e-24
1851.58,5.69519e-23,4.03735e-24
1854.51,5.65678e-23,4.03596e-24
1857.44,6.14204e-23,4.91554e-24
1860.37,5.90639e-23,4.42266e-24
1863.3,5.83493e-23,4.32338e-24
1866.23,5.99789e-23,4.49273e-24
1869.16,6.0707e-23,4.7085e-24
1872.09,6.22268e-23,5.00182e-24
1875.02,5.85766e-23,4.74635e-24
1877.95,6.14762e-23,5.27581e-24
1880.88,5.72139e-23,4.72088e-24
1883.81,5.57776e-23,4.52914e-24
1886.74,5.54843e-23,4.57096e-24
1889.67,5.53697e-23,4.30137e-24
1892.6,5.65117e-23,4.26877e-24
1895.53,5.43517e-23,3.39131e-24
1898.46,5.85941e-23,3.98654e-24
1901.39,5.58071e-23,3.48198e-24
1904.32,5.67517e-23,3.59282e-24
1907.25,5.86782e-23,3.91557e-24
1910.17,5.78154e-23,3.64914e-24
1913.1,5.63685e-23,3.56447e-24
1916.03,5.65345e-23,3.58189e-24
1918.96,5.75578e-23,3.56585e-24
1921.89,5.81482e-23,3.71397e-24
1924.82,6.02511e-23,3.93498e-24
1927.75,5.97351e-23,3.58348e-24
1930.68,6.02076e-23,3.6581e-24
1933.61,6.36105e-23,4.03531e-24
1936.54,6.44399e-23,4.08429e-24
1939.47,6.26456e-23,3.87456e-24
1942.4,6.49256e-23,4.10595e-24
1945.33,6.23119e-23,3.92176e-24
1948.26,5.97633e-23,3.83532e-24
1951.19,6.26874e-23,4.49868e-24
1954.12,5.803e-23,3.81453e-24
1957.05,6.20052e-23,4.72075e-24
1959.98,5.83375e-23,3.98289e-24
1962.91,5.81422e-23,4.17506e-24
1965.84,5.82284e-23,4.11622e-24
1968.77,5.66391e-23,4.45391e-24
1971.7,5.49553e-23,4.0853e-24
1974.63,5.79833e-23,4.04603e-24
1977.56,5.74233e-23,4.21859e-24
1980.49,5.55038e-23,4.13419e-24
1983.42,5.41614e-23,3.99516e-24
1986.35,5.42754e-23,4.08933e-24
1989.28,5.50637e-23,4.70231e-24
1992.21,4.85206e-23,3.68312e-24
1995.14,4.92126e-23,3.98571e-24
