Tau,SF,+-
2024.93,1.26872e-22,9.12294e-24
2027.95,1.21114e-22,8.59741e-24
2030.96,1.18272e-22,8.27701e-24
2033.97,1.05996e-22,7.96932e-24
2036.99,1.17554e-22,7.98997e-24
2040,1.03616e-22,8.36407e-24
2043.01,1.104e-22,8.86798e-24
2046.03,1.09132e-22,9.47293e-24
2049.04,1.02329e-22,8.54399e-24
2052.05,9.52799e-23,8.29996e-24
2055.07,1.02763e-22,8.92163e-24
2058.08,9.34425e-23,7.90629e-24
2061.09,1.14475e-22,8.31451e-24
2064.11,1.30083e-22,9.23045e-24
2067.12,1.24128e-22,8.25228e-24
2070.13,1.12654e-22,8.56956e-24
2073.15,1.11775e-22,8.09641e-24
2076.16,1.01219e-22,8.52284e-24
2079.17,1.18125e-22,9.5404e-24
2082.19,1.15717e-22,1.04494e-23
2085.2,1.33136e-22,9.71608e-24
2088.21,1.38605e-22,1.14612e-23
2091.23,1.32512e-22,8.76378e-24
2094.24,1.34397e-22,8.19432e-24
2097.25,1.41206e-22,8.14582e-24
2100.27,1.5449e-22,9.32539e-24
2103.28,1.60072e-22,1.041e-23
2106.29,1.47122e-22,9.69751e-24
2109.31,1.53087e-22,1.08723e-23
2112.32,1.55879e-22,1.1621e-23
2115.33,1.62548e-22,1.13336e-23
2118.35,1.66478e-22,1.19926e-23
2121.36,1.63669e-22,1.04317e-23
2124.37,1.73157e-22,9.47945e-24
2127.39,1.5864e-22,8.77422e-24
2130.4,1.6625e-22,9.81537e-24
2133.41,1.72679e-22,1.03201e-23
2136.43,1.82883e-22,1.12913e-23
2139.44,1.9523e-22,1.31283e-23
2142.45,1.85293e-22,1.21143e-23
2145.47,2.12856e-22,1.52139e-23
2148.48,1.9975e-22,1.33126e-23
2151.49,2.02022e-22,1.22979e-23
2154.51,1.93804e-22,1.06301e-23
2157.52,1.94698e-22,1.10481e-23
2160.53,1.8883e-22,1.06899e-23
2163.55,1.88921e-22,1.1119e-23
2166.56,1.89292e-22,1.17951e-23
2169.57,1.88486e-22,1.33865e-23
2172.59,1.78093e-22,1.29224e-23
2175.6,1.72706e-22,1.34644e-23
2178.61,1.87099e-22,1.43374e-23
2181.63,1.62954e-22,1.06815e-23
2184.64,1.68145e-22,1.05551e-23
2187.65,1.74093e-22,1.09773e-23
2190.67,1.8303e-22,1.32722e-23
2193.68,1.75522e-22,1.33416e-23
2196.69,1.63566e-22,1.29476e-23
2199.71,1.45501e-22,1.24228e-23
2202.72,1.63773e-22,1.56645e-23
2205.73,1.63617e-22,1.74058e-23
2208.75,1.47249e-22,1.41024e-23
2211.76,1.39855e-22,1.3761e-23
2214.77,1.54269e-22,1.50799e-23
2217.79,1.64076e-22,1.71292e-23
2220.8,1.61736e-22,1.65234e-23
2223.81,1.46837e-22,1.5749e-23
2226.83,1.50361e-22,1.4634e-23
2229.84,1.17001e-22,1.55991e-23
2232.85,1.16713e-22,1.16408e-23
2235.87,1.07505e-22,1.3107e-23
2238.88,1.25034e-22,1.42779e-23
2241.89,1.18589e-22,1.50141e-23
2244.9,1.31749e-22,1.5833e-23
2247.92,1.18499e-22,1.44765e-23
2250.93,1.1872e-22,1.34926e-23
2253.94,1.0795e-22,1.31387e-23
2256.96,1.08194e-22,1.33816e-23
2259.97,1.08453e-22,1.35266e-23
2262.98,1.14306e-22,1.18928e-23
2266,1.01569e-22,1.2354e-23
2269.01,1.08955e-22,1.21928e-23
2272.02,1.01493e-22,1.26662e-23
2275.04,1.02621e-22,1.18333e-23
2278.05,1.06018e-22,1.40128e-23
2281.06,1.11087e-22,1.28412e-23
2284.08,1.15235e-22,1.35213e-23
2287.09,1.08388e-22,1.16601e-23
2290.1,1.33213e-22,1.74473e-23
2293.12,1.15174e-22,1.29308e-23
2296.13,1.41687e-22,1.69803e-23
2299.14,1.31636e-22,1.60321e-23
2302.16,1.36646e-22,1.55975e-23
2305.17,1.45449e-22,1.62231e-23
2308.18,1.40163e-22,1.64694e-23
2311.2,1.47806e-22,1.6096e-23
2314.21,1.45598e-22,1.60509e-23
2317.22,1.63894e-22,1.65548e-23
2320.24,1.78952e-22,2.13804e-23
2323.25,1.73823e-22,1.82304e-23
2326.26,1.62076e-22,1.8346e-23
2329.28,1.79035e-22,1.96626e-23
2332.29,1.63512e-22,2.06328e-23
2335.3,1.71486e-22,1.95688e-23
2338.32,1.88222e-22,2.8302e-23
2341.33,2.33963e-22,2.40373e-23
2344.34,2.16652e-22,2.60318e-23
2347.36,2.43265e-22,2.57541e-23
2350.37,2.36052e-22,2.57985e-23
2353.38,2.66184e-22,2.39876e-23
2356.4,2.50192e-22,2.79802e-23
2359.41,2.83476e-22,2.89654e-23
2362.42,2.68861e-22,2.76957e-23
2365.44,2.85651e-22,2.86473e-23
2368.45,2.61397e-22,3.00481e-23
2371.46,2.90326e-22,2.86615e-23
2374.48,2.55862e-22,2.83059e-23
2377.49,2.93756e-22,2.95069e-23
2380.5,3.06869e-22,3.24661e-23
2383.52,3.03495e-22,2.66597e-23
2386.53,2.87163e-22,3.1331e-23
2389.54,3.18327e-22,3.42756e-23
2392.56,3.05901e-22,3.53842e-23
2395.57,3.49788e-22,3.43834e-23
2398.58,3.36532e-22,3.89251e-23
2401.6,3.53409e-22,3.28629e-23
2404.61,3.16027e-22,3.32142e-23
2407.62,3.39162e-22,3.4553e-23
2410.64,3.23501e-22,3.2185e-23
2413.65,3.30211e-22,3.38762e-23
2416.66,2.91664e-22,3.14176e-23
2419.68,3.22563e-22,3.8463e-23
2422.69,2.8274e-22,3.99392e-23
2425.7,2.88585e-22,3.73649e-23
2428.72,2.87205e-22,4.42514e-23
2431.73,2.70767e-22,3.82741e-23
2434.74,3.10836e-22,4.39115e-23
2437.76,2.3956e-22,3.23438e-23
2440.77,2.85046e-22,3.53021e-23
2443.78,2.33807e-22,3.63542e-23
2446.8,2.5504e-22,3.72141e-23
2449.81,2.44485e-22,3.91712e-23
2452.82,2.2477e-22,3.34499e-23
2455.84,2.24567e-22,4.40337e-23
2458.85,2.4487e-22,4.20989e-23
2461.86,2.32838e-22,3.68662e-23
2464.88,2.62965e-22,4.2667e-23
2467.89,2.12274e-22,3.5815e-23
2470.9,2.62722e-22,4.37124e-23
2473.92,1.91939e-22,3.20885e-23
2476.93,2.01194e-22,3.98383e-23
2479.94,1.53522e-22,3.16309e-23
2482.96,1.69037e-22,3.48691e-23
2485.97,1.09913e-22,3.05284e-23
2488.98,1.15724e-22,2.69316e-23
2492,1.07863e-22,3.00228e-23
2495.01,1.05971e-22,3.24921e-23
2498.02,1.2098e-22,3.76004e-23
2501.04,1.17497e-22,4.38933e-23
2504.05,7.99905e-23,1.94896e-23
2507.06,9.19703e-23,3.24578e-23
2510.07,1.16702e-22,3.79031e-23
2513.09,1.15302e-22,4.10481e-23
2516.1,9.24646e-23,3.52573e-23
2519.11,1.07508e-22,3.40328e-23
2522.13,1.14647e-22,3.59208e-23
2525.14,1.42862e-22,4.66194e-23
2528.15,1.10114e-22,3.44587e-23
2531.17,1.13844e-22,3.76826e-23
2534.18,1.57801e-22,3.98843e-23
2537.19,1.29993e-22,3.43211e-23
2540.21,1.74665e-22,4.27649e-23
2543.22,1.57585e-22,3.58447e-23
2546.23,2.32131e-22,5.68233e-23
2549.25,1.96269e-22,5.9606e-23
2552.26,2.30535e-22,6.413e-23
2555.27,2.29051e-22,8.23313e-23
2558.29,2.74589e-22,6.80357e-23
2561.3,2.4142e-22,6.67885e-23
2564.31,2.25469e-22,6.64412e-23
2567.33,2.53876e-22,6.39437e-23
2570.34,2.48878e-22,6.39718e-23
2573.35,2.44912e-22,6.46357e-23
2576.37,1.71717e-22,4.43606e-23
2579.38,2.2472e-22,5.46723e-23
2582.39,1.99264e-22,5.5862e-23
2585.41,1.98067e-22,4.48854e-23
2588.42,2.10079e-22,3.71858e-23
2591.43,2.51259e-22,4.64891e-23
2594.45,1.8113e-22,3.47064e-23
2597.46,2.50772e-22,3.71645e-23
2600.47,2.72857e-22,3.58922e-23
2603.49,2.7107e-22,4.331e-23
2606.5,2.90122e-22,4.26559e-23
2609.51,3.48625e-22,6.15952e-23
2612.53,3.32734e-22,7.41523e-23
2615.54,3.29049e-22,7.70956e-23
2618.55,3.10071e-22,8.18873e-23
2621.57,3.58032e-22,8.91203e-23
2624.58,2.31688e-22,6.34196e-23
2627.59,2.50999e-22,7.16536e-23
2630.61,1.92942e-22,5.07273e-23
2633.62,1.85958e-22,5.18925e-23
2636.63,1.63649e-22,4.43194e-23
2639.65,1.62281e-22,3.94956e-23
2642.66,1.52196e-22,3.07218e-23
2645.67,1.78928e-22,2.67197e-23
2648.69,2.09534e-22,3.15236e-23
2651.7,2.48506e-22,2.69904e-23
2654.71,2.49902e-22,2.86151e-23
2657.73,2.35344e-22,3.13872e-23
2660.74,2.67068e-22,3.9045e-23
2663.75,1.95879e-22,4.02055e-23
2666.77,1.84969e-22,4.00116e-23
2669.78,2.2658e-22,4.71406e-23
2672.79,1.24935e-22,2.91132e-23
2675.81,1.83271e-22,3.93797e-23
2678.82,1.3499e-22,2.96861e-23
2681.83,1.2889e-22,2.99106e-23
2684.85,1.06894e-22,2.5243e-23
2687.86,1.17529e-22,2.40238e-23
2690.87,1.19335e-22,2.87038e-23
2693.89,1.16465e-22,2.67843e-23
2696.9,8.63168e-23,1.85927e-23
2699.91,9.74656e-23,2.04292e-23
2702.93,7.82764e-23,1.7827e-23
2705.94,9.87869e-23,2.24728e-23
2708.95,1.12683e-22,2.05072e-23
2711.97,1.21678e-22,2.04046e-23
2714.98,9.44824e-23,1.69847e-23
2717.99,1.18238e-22,1.80505e-23
2721.01,8.99191e-23,1.92518e-23
2724.02,1.04893e-22,2.13257e-23
2727.03,9.12093e-23,2.13188e-23
2730.05,7.56626e-23,1.68392e-23
2733.06,9.01425e-23,2.06679e-23
2736.07,8.20867e-23,1.36499e-23
2739.09,7.24657e-23,1.6098e-23
2742.1,8.858e-23,1.81863e-23
2745.11,6.39703e-23,1.55065e-23
2748.13,7.67235e-23,1.78509e-23
2751.14,7.16119e-23,1.99279e-23
2754.15,7.55482e-23,1.60504e-23
2757.17,6.95023e-23,2.07612e-23
2760.18,5.40549e-23,1.35306e-23
2763.19,8.71426e-23,2.19292e-23
2766.21,6.44358e-23,1.61947e-23
2769.22,4.81419e-23,1.48636e-23
2772.23,6.4534e-23,1.74405e-23
2775.24,4.87151e-23,1.33332e-23
2778.26,5.28034e-23,1.19749e-23
2781.27,8.16287e-23,2.12392e-23
2784.28,7.65248e-23,1.60592e-23
2787.3,8.81206e-23,2.26195e-23
2790.31,9.07593e-23,2.26953e-23
2793.32,1.22018e-22,3.11461e-23
2796.34,1.00152e-22,2.55525e-23
2799.35,9.53893e-23,2.63684e-23
2802.36,1.23318e-22,3.58128e-23
2805.38,9.612e-23,2.57028e-23
2808.39,1.34716e-22,3.3786e-23
2811.4,1.62672e-22,5.51511e-23
2814.42,1.23732e-22,2.81027e-23
2817.43,1.59683e-22,3.79213e-23
2820.44,1.67488e-22,4.481e-23
2823.46,1.45309e-22,4.74786e-23
2826.47,1.58013e-22,3.85374e-23
2829.48,1.49811e-22,4.09027e-23
2832.5,1.32936e-22,4.41434e-23
2835.51,1.18738e-22,3.35275e-23
2838.52,1.2773e-22,4.11071e-23
2841.54,1.16518e-22,3.07462e-23
2844.55,9.87344e-23,2.39069e-23
2847.56,1.03319e-22,2.29865e-23
2850.58,1.17283e-22,2.17124e-23
2853.59,1.31782e-22,2.30621e-23
2856.6,1.08386e-22,2.05142e-23
2859.62,1.57304e-22,2.91165e-23
2862.63,1.8615e-22,2.77214e-23
2865.64,2.01169e-22,3.59478e-23
2868.66,2.18343e-22,4.12537e-23
2871.67,2.46174e-22,4.04285e-23
2874.68,2.63116e-22,5.43948e-23
2877.7,2.96528e-22,5.78339e-23
2880.71,2.86235e-22,6.66594e-23
2883.72,3.12897e-22,6.36028e-23
2886.74,2.84389e-22,7.16302e-23
2889.75,2.82226e-22,6.30483e-23
2892.76,3.25293e-22,8.57458e-23
2895.78,2.31243e-22,6.3401e-23
2898.79,2.3133e-22,7.02838e-23
2901.8,2.46402e-22,6.60153e-23
2904.82,2.22309e-22,6.46655e-23
2907.83,1.65503e-22,4.51585e-23
2910.84,1.85567e-22,3.85796e-23
2913.86,1.80624e-22,4.35022e-23
2916.87,1.60595e-22,4.43921e-23
2919.88,1.5572e-22,3.28464e-23
2922.9,1.60228e-22,4.86132e-23
2925.91,1.47407e-22,3.1957e-23
2928.92,1.46496e-22,3.76118e-23
2931.94,1.28252e-22,3.00022e-23
2934.95,1.5953e-22,3.18791e-23
2937.96,1.36851e-22,3.55575e-23
2940.98,1.24412e-22,3.00099e-23
2943.99,1.20718e-22,2.73732e-23
2947,1.37707e-22,2.92489e-23
2950.02,1.22308e-22,2.47919e-23
2953.03,1.40543e-22,3.36186e-23
2956.04,1.51691e-22,3.32908e-23
2959.06,1.76212e-22,4.74197e-23
2962.07,1.30278e-22,3.36361e-23
2965.08,1.44109e-22,4.37391e-23
2968.1,1.13895e-22,3.46167e-23
2971.11,9.89323e-23,4.04827e-23
2974.12,9.41051e-23,2.84048e-23
2977.14,8.98614e-23,3.06181e-23
2980.15,9.26655e-23,2.46752e-23
2983.16,9.55455e-23,2.3335e-23
2986.18,7.83828e-23,1.41071e-23
2989.19,8.75886e-23,1.98157e-23
2992.2,1.19942e-22,2.34923e-23
2995.22,1.11275e-22,2.99825e-23
2998.23,1.152e-22,2.3523e-23
3001.24,1.05292e-22,2.68196e-23
3004.26,1.1116e-22,2.54325e-23
3007.27,9.34441e-23,2.85229e-23
3010.28,8.85725e-23,2.22256e-23
3013.3,9.30039e-23,2.34758e-23
3016.31,9.87291e-23,2.43438e-23
3019.32,7.44551e-23,2.03415e-23
3022.34,7.84975e-23,1.71695e-23
3025.35,5.87135e-23,1.11303e-23
3028.36,5.63279e-23,1.15294e-23
3031.38,5.58644e-23,1.54926e-23
3034.39,5.405e-23,1.50214e-23
3037.4,6.17857e-23,1.74599e-23
3040.41,5.91826e-23,1.54536e-23
3043.43,6.36242e-23,1.52663e-23
3046.44,7.72487e-23,1.79079e-23
3049.45,8.97347e-23,1.84865e-23
3052.47,1.07859e-22,2.03059e-23
3055.48,9.98085e-23,1.80353e-23
3058.49,1.0508e-22,2.02687e-23
3061.51,8.99379e-23,1.87198e-23
3064.52,1.04816e-22,2.32819e-23
3067.53,8.9278e-23,1.94657e-23
3070.55,9.86497e-23,1.75562e-23
3073.56,7.61912e-23,1.96433e-23
3076.57,7.05754e-23,1.33603e-23
3079.59,7.03857e-23,1.62256e-23
3082.6,7.91987e-23,2.10307e-23
3085.61,8.87371e-23,1.85064e-23
3088.63,1.08095e-22,2.6843e-23
3091.64,1.2976e-22,2.8731e-23
3094.65,1.09738e-22,2.42661e-23
3097.67,1.411e-22,2.64758e-23
3100.68,1.55033e-22,3.76942e-23
3103.69,1.80234e-22,3.16091e-23
3106.71,1.45858e-22,3.13952e-23
3109.72,1.70102e-22,2.92243e-23
3112.73,1.80148e-22,4.60686e-23
3115.75,1.46699e-22,2.74501e-23
3118.76,1.71632e-22,3.6852e-23
3121.77,1.41205e-22,3.48686e-23
3124.79,1.35625e-22,3.2691e-23
3127.8,1.25768e-22,2.9729e-23
3130.81,1.61818e-22,4.39873e-23
3133.83,1.24566e-22,2.4835e-23
3136.84,1.42575e-22,3.25394e-23
3139.85,1.23468e-22,2.72216e-23
3142.87,1.8064e-22,5.219e-23
3145.88,1.52188e-22,3.05993e-23
3148.89,1.91078e-22,4.34368e-23
3151.91,1.67007e-22,3.07433e-23
3154.92,1.88453e-22,3.6479e-23
3157.93,1.68588e-22,2.7259e-23
3160.95,1.55321e-22,3.45107e-23
3163.96,1.47614e-22,3.52735e-23
3166.97,1.45326e-22,2.91685e-23
3169.99,1.28993e-22,2.47634e-23
3173,1.12931e-22,3.2118e-23
3176.01,1.1184e-22,2.32653e-23
3179.03,1.30617e-22,2.97727e-23
3182.04,8.62174e-23,1.86426e-23
3185.05,8.82279e-23,2.08841e-23
3188.07,9.25394e-23,2.08561e-23
3191.08,9.85721e-23,2.35946e-23
3194.09,8.54593e-23,2.108e-23
3197.11,9.634e-23,2.32483e-23
3200.12,8.88063e-23,1.81821e-23
3203.13,1.21996e-22,2.4306e-23
3206.15,1.47824e-22,2.55074e-23
3209.16,1.29157e-22,2.61308e-23
3212.17,1.11989e-22,2.14754e-23
3215.19,1.15951e-22,2.73122e-23
3218.2,1.24142e-22,2.71041e-23
3221.21,1.37343e-22,4.29266e-23
3224.23,1.25351e-22,3.02022e-23
3227.24,1.1331e-22,2.7199e-23
3230.25,1.22004e-22,3.11028e-23
3233.27,1.21131e-22,3.46897e-23
3236.28,1.61954e-22,4.2945e-23
3239.29,1.40383e-22,3.40104e-23
