Time,Flux,+-
52670.237674,9.917E-11,1.448E-12
52672.47897,1.094E-10,8.923E-13
52675.702674,1.397E-10,1.176E-12
52677.554155,1.166E-10,1.021E-12
52680.067488,9.232E-11,1.142E-12
52682.414988,9.807E-11,1.084E-12
52684.588507,8.62E-11,8.851E-13
52686.429618,8.059E-11,9.243E-13
52688.804711,8.096E-11,8.699E-13
52691.363507,9.942E-11,9.293E-13
52693.667396,1.211E-10,1.14E-12
52695.64184,1.359E-10,1.08E-12
52700.510544,1.626E-10,1.371E-12
52710.388322,9.8E-11,1.027E-12
52712.63647,1.014E-10,1.069E-12
52714.722211,8.866E-11,8.298E-13
52718.621933,8.362E-11,9.387E-13
52719.128414,8.271E-11,1.067E-12
52719.26184,8.321E-11,1.013E-12
52719.526748,8.179E-11,9.348E-13
52719.610081,8.166E-11,1.081E-12
52719.719155,8.338E-11,1.141E-12
52720.049155,7.884E-11,1.171E-12
52720.117211,7.78E-11,1.333E-12
52720.315729,7.986E-11,9.72E-13
52720.456655,7.928E-11,9.502E-13
52720.644248,7.947E-11,7.458E-13
52721.034988,7.748E-11,9.379E-13
52721.100637,7.894E-11,1.422E-12
52721.167303,7.589E-11,1.419E-12
52721.504618,7.864E-11,6.456E-13
52721.648414,7.887E-11,1.014E-12
52722.020822,7.796E-11,1.181E-12
52722.153692,8.132E-11,1.561E-12
52722.355914,8.002E-11,8.828E-13
52722.495266,8.024E-11,9.7E-13
52722.632488,8.09E-11,8.838E-13
52723.139896,8.397E-11,1.469E-12
52723.206377,8.318E-11,9.479E-13
52723.410266,8.297E-11,8.214E-13
52723.553785,7.979E-11,9.024E-13
52723.66897,7.831E-11,8.188E-13
52724.007025,7.655E-11,8.923E-13
52724.192674,7.633E-11,1.041E-12
52724.259618,7.606E-11,9.823E-13
52724.464063,7.767E-11,6.833E-13
52724.587859,7.514E-11,1.119E-12
52725.2461,6.828E-11,8.837E-13
52725.31434,6.94E-11,7.461E-13
52725.453044,6.925E-11,8.294E-13
52725.522211,6.833E-11,9.716E-13
52725.64397,7.02E-11,7.906E-13
52726.37397,7.711E-11,9.464E-13
52729.327766,8.877E-11,8.668E-13
52731.441192,7.836E-11,8.662E-13
52733.41897,7.503E-11,8.894E-13
52735.789711,6.972E-11,8.115E-13
52737.761655,7.852E-11,9.311E-13
52740.924155,8.45E-11,9.462E-13
52742.9636,8.709E-11,1.099E-12
52744.935451,1.068E-10,1.074E-12
52747.481192,8.911E-11,9.381E-13
52749.454155,9.112E-11,9.397E-13
52751.493137,9.01E-11,8.749E-13
52754.452674,9.661E-11,1.029E-12
52756.491655,9.965E-11,9.532E-13
52759.3986,9.157E-11,8.465E-13
52761.441192,9.596E-11,9.499E-13
52763.275544,9.175E-11,9.312E-13
52765.109711,1.044E-10,1.022E-12
52768.990081,1.058E-10,1.602E-12
52770.566655,1.105E-10,9.888E-13
52773.459525,1.201E-10,9.874E-13
52775.498877,1.142E-10,1.077E-12
52777.404155,1.02E-10,8.798E-13
52780.430174,1.196E-10,9.786E-13
52782.208507,1.2E-10,8.796E-13
52785.239711,7.436E-11,1.026E-12
52787.201933,8.54E-11,1.063E-12
52789.37397,8.226E-11,8.165E-13
52791.481377,9.189E-11,1.136E-12
52794.174896,1.013E-10,1.018E-12
52796.344248,8.946E-11,9.631E-13
52798.796285,1.144E-10,1.152E-12
52801.341377,1.11E-10,9.469E-13
52803.397396,1.398E-10,1.213E-12
52805.298414,1.526E-10,1.252E-12
52806.387859,1.456E-10,4.471E-13
52808.328414,1.42E-10,9.584E-13
52813.323137,1.868E-10,1.047E-12
52815.024155,1.573E-10,1.468E-12
52817.265266,1.296E-10,9.928E-13
52819.886748,1.116E-10,1.196E-12
52822.263322,1.149E-10,9.475E-13
52825.012766,1.254E-10,1.277E-12
52827.052211,1.212E-10,1.197E-12
52829.09434,1.218E-10,1.082E-12
52831.063507,1.618E-10,1.319E-12
52833.951562,1.321E-10,1.079E-12
52836.1886,1.315E-10,1.184E-12
52838.095544,1.285E-10,1.072E-12
52839.93434,1.207E-10,1.065E-12
52841.127674,1.086E-10,4.893E-13
52841.259063,1.043E-10,7.971E-13
52843.162766,1.082E-10,1.049E-12
52845.261655,1.172E-10,1.171E-12
52847.230544,9.961E-11,1.137E-12
52849.413692,8.66E-11,8.22E-13
52853.15184,9.525E-11,8.544E-13
52855.057581,9.842E-11,1.056E-12
52859.194896,1.008E-10,1.123E-12
52862.089896,8.557E-11,1.007E-12
52863.862118,9.295E-11,1.149E-12
52866.232211,8.393E-11,9.587E-13
52869.211007,7.881E-11,9.487E-13
52871.228044,9.146E-11,8.331E-13
52874.185081,9.425E-11,1.03E-12
52876.156192,1.009E-10,1.099E-12
52878.128044,8.826E-11,1.063E-12
52880.099711,1.028E-10,1.12E-12
52941.680822,1.685E-10,1.397E-12
52944.463692,1.513E-10,1.32E-12
52946.299525,1.619E-10,1.204E-12
52949.3886,1.553E-10,1.199E-12
52951.9311,1.278E-10,1.105E-12
52953.902303,1.33E-10,1.034E-12
52955.809062,1.296E-10,1.13E-12
52957.059711,1.247E-10,1.086E-12
52959.946007,1.19E-10,1.017E-12
52962.967581,1.212E-10,1.042E-12
52965.004618,1.434E-10,1.145E-12
52967.04184,1.33E-10,1.252E-12
52969.274803,1.403E-10,1.12E-12
52971.048692,1.294E-10,1.092E-12
52973.819896,1.156E-10,1.01E-12
52976.958877,1.118E-10,1.148E-12
52978.142303,1.054E-10,9.858E-13
52980.83397,1.017E-10,1.03E-12
52982.681748,1.058E-10,1.053E-12
52985.89434,9.875E-11,1.034E-12
52988.657859,9.648E-11,1.189E-12
52990.557581,7.717E-11,1.042E-12
52992.525544,8.687E-11,9.345E-13
52994.890451,7.944E-11,1.136E-12
52997.540544,9.53E-11,1.138E-12
52999.6211,8.28E-11,1.027E-12
53002.7111,9.43E-11,1.033E-12
53004.808692,1.137E-10,1.224E-12
53005.76684,1.326E-10,5.734E-13
53006.273322,1.349E-10,1.145E-12
53006.340729,1.321E-10,1.207E-12
53008.748414,1.069E-10,1.049E-12
53010.582396,1.049E-10,1.482E-12
53013.093137,1.269E-10,1.154E-12
53015.842211,1.295E-10,1.024E-12
53017.232025,1.393E-10,9.034E-13
53020.244155,1.228E-10,1.592E-12
53022.803137,1.131E-10,1.091E-12
53024.839433,1.091E-10,1.086E-12
53028.186007,1.051E-10,1.313E-12
53029.50647,1.042E-10,1.23E-12
53032.652025,1.066E-10,1.122E-12
53035.017211,1.323E-10,1.093E-12
53036.722118,1.944E-10,1.498E-12
53038.694988,1.472E-10,1.201E-12
53041.318229,1.232E-10,1.428E-12
53043.493507,1.346E-10,1.48E-12
53046.376563,1.203E-10,1.209E-12
53048.743414,1.124E-10,1.084E-12
53051.193877,1.085E-10,1.419E-12
53053.229896,1.027E-10,1.277E-12
53055.704248,1.029E-10,1.015E-12
53057.740359,1.053E-10,1.085E-12
53060.625637,9.521E-11,1.108E-12
53062.658044,9.553E-11,1.302E-12
