Time,Flux,+-
53151.521377,2.777E-11,1.775E-12
53153.954155,2.724E-11,1.432E-12
53155.072303,2.324E-11,1.172E-12
53157.39934,2.437E-11,1.039E-12
53159.422581,3.265E-11,1.427E-12
53161.733137,3.15E-11,2.553E-12
53163.631562,2.846E-11,1.403E-12
53165.186748,2.891E-11,1.248E-12
53167.15434,3.375E-11,9.411E-13
53169.188877,2.928E-11,1.204E-12
53171.156377,2.607E-11,1.015E-12
53173.465822,3.77E-11,3.463E-12
53175.295914,3.004E-11,1.93E-12
53177.194248,3.752E-11,1.635E-12
53179.177118,3.688E-11,1.107E-12
53182.002581,3.703E-11,1.258E-12
53183.948692,2.973E-11,1.005E-12
53209.158507,2.164E-11,8.989E-13
53211.154062,2.014E-11,1.193E-12
53213.819896,9.72E-12,7.365E-13
53215.093877,2.083E-11,1.538E-12
53217.127211,2.838E-11,1.397E-12
53219.136007,2.62E-11,1.044E-12
53221.034063,3.236E-11,1.085E-12
53224.012118,3.554E-11,9.45E-13
53225.325637,4.206E-11,1.206E-12
53227.744433,2.398E-11,8.369E-13
53229.037396,3.085E-11,1.328E-12
53231.0336,2.045E-11,1.405E-12
53233.451192,2.7E-11,1.014E-12
53235.611377,2.81E-11,1.299E-12
53237.848137,2.254E-11,7.789E-13
53239.952396,3.254E-11,8.812E-13
53241.851655,3.367E-11,1.163E-12
53242.970266,3.923E-11,9.921E-13
53245.439248,4.077E-11,9.305E-13
53247.032766,3.55E-11,8.29E-13
53249.577396,4.264E-11,1.06E-12
53251.823229,3.788E-11,1.195E-12
53253.112211,3.144E-11,1.018E-12
53257.413877,2.966E-11,1.645E-12
53259.117396,2.606E-11,8.324E-13
53261.072396,2.897E-11,1.074E-12
53263.037211,2.815E-11,1.432E-12
53265.210729,2.36E-11,1.19E-12
53267.108044,1.979E-11,1.529E-12
53269.997211,2.217E-11,6.138E-13
53271.062488,2.44E-11,1.042E-12
53273.087766,2.272E-11,7.793E-13
53275.191748,2.019E-11,8.519E-13
53277.814248,1.998E-11,9.615E-13
53279.714248,1.965E-11,9.194E-13
53281.679618,1.899E-11,8.359E-13
53283.904433,2.28E-11,8.192E-13
53285.747859,2.408E-11,1.088E-12
53287.714433,2.64E-11,9.68E-13
53289.88647,3.138E-11,1.226E-12
53291.717303,2.885E-11,1.065E-12
53293.752674,2.812E-11,8.781E-13
53295.62897,2.387E-11,8.172E-13
53297.756285,2.157E-11,1.052E-12
53299.560174,2.732E-11,1.354E-12
53301.663414,1.599E-11,8.716E-13
53303.298322,2.201E-11,4.139E-12
53307.445451,1.772E-11,6.929E-13
53308.966748,2.137E-11,1.107E-12
53311.07147,2.044E-11,1.335E-12
53313.810822,3.601E-11,9.715E-13
53315.085544,2.788E-11,9.231E-13
53317.884618,2.133E-11,8.509E-13
53319.809896,2.005E-11,1.508E-12
53321.815729,2.336E-11,9.483E-13
53323.779896,2.185E-11,1.201E-12
53325.549525,2.903E-11,9.534E-13
53327.918229,3.443E-11,1.046E-12
53329.816377,4.942E-11,1.312E-12
53331.450822,3.539E-11,1.3E-12
53333.636748,3.342E-11,9.502E-13
53335.848322,3.248E-11,3.966E-12
53337.747766,4.087E-11,9.615E-13
53339.673785,4.4E-11,1.027E-12
53341.7461,3.797E-11,2.241E-12
53343.466562,3.092E-11,1.292E-12
53345.611655,3.366E-11,9.409E-13
53349.709711,2.71E-11,1.052E-12
53351.9386,3.091E-11,1.538E-12
53353.504525,3.122E-11,9.972E-13
53355.055637,3.186E-11,1.373E-12
53357.058414,3.369E-11,1.583E-12
53359.161562,3.864E-11,1.516E-12
53361.229248,3.023E-11,1.112E-12
53363.329433,1.825E-11,8.277E-13
53365.902859,3.236E-11,1.306E-12
53367.607396,3.355E-11,1.026E-12
53369.695822,3.544E-11,1.774E-12
53370.884803,3.016E-11,1.558E-12
53373.900914,3.146E-11,2.745E-12
53375.686748,2.84E-11,1.112E-12
53377.626377,2.741E-11,1.268E-12
53379.006285,2.755E-11,9.558E-13
53381.694433,2.644E-11,1.5E-12
53383.728785,2.585E-11,1.77E-12
53385.704711,2.222E-11,8.201E-13
53387.551933,2.614E-11,1.13E-12
53391.413322,2.279E-11,9.014E-13
53393.429525,1.907E-11,8.436E-13
53395.655081,2.67E-11,7.413E-13
53399.410914,2.754E-11,7.227E-13
53401.101007,2.406E-11,1.005E-12
53403.726933,2.251E-11,8.797E-13
53405.946377,1.763E-11,1.106E-12
53407.035266,2.627E-11,1.459E-12
53409.509803,1.73E-11,1.068E-12
53411.694896,3.031E-11,1.354E-12
53413.638044,1.898E-11,9.11E-13
53415.100729,2.11E-11,3.35E-12
53417.567951,2.932E-11,1.476E-12
53419.494618,2.171E-11,9.597E-13
53421.46147,2.136E-11,1.639E-12
53423.427581,1.186E-11,1.122E-12
53425.634155,1.905E-11,1.773E-12
53427.736192,1.759E-11,1.245E-12
53429.564063,2.877E-11,1.254E-12
53431.420359,2.266E-11,8.033E-13
53433.427025,2.591E-11,1.059E-12
53435.418692,2.127E-11,1.01E-12
53437.425914,1.432E-11,7.989E-13
53439.978414,1.827E-11,1.016E-12
53441.314988,1.181E-11,8.74E-13
53443.141192,1.322E-11,8.612E-13
53445.35647,2.296E-11,8.543E-13
53447.348877,2.492E-11,9.737E-13
53449.363137,2.745E-11,9.29E-13
53451.2536,2.492E-11,9.532E-13
53453.781192,1.733E-11,9.435E-13
53455.951562,1.839E-11,1.263E-12
53458.930081,2.347E-11,1.014E-12
53461.439433,3.675E-11,1.068E-12
53463.536007,2.165E-11,1.21E-12
53465.514525,1.963E-11,1.13E-12
53467.0961,2.012E-11,1.216E-12
53469.430266,1.895E-11,1.111E-12
53471.600822,2E-11,1.742E-12
53473.497951,1.215E-11,1.02E-12
53475.288414,2.043E-11,1.202E-12
53477.495822,1.921E-11,1.077E-12
53479.459618,2.713E-11,1.653E-12
53481.503877,2.394E-11,9.355E-13
53483.458414,2.015E-11,1.382E-12
53485.286007,2.142E-11,1.184E-12
53487.127488,3.006E-11,7.436E-13
53489.310359,2.48E-11,8.019E-13
53491.315729,2.738E-11,1.706E-12
53493.348877,3.24E-11,2.092E-12
53495.24684,2.393E-11,1.131E-12
53497.164988,1.375E-11,6.967E-13
53499.244525,1.733E-11,1.087E-12
53501.670451,2.864E-11,9.076E-13
53503.603229,3.89E-11,1.59E-12
53505.669248,3.252E-11,1.035E-12
53507.633877,1.785E-11,1.57E-12
53509.077396,1.475E-11,1.16E-12
53511.388137,1.375E-11,6.502E-13
53513.701192,1.819E-11,1.535E-12
53515.905081,1.916E-11,7.537E-13
53517.434155,2.21E-11,9.243E-13
53519.330637,2.3E-11,7.562E-13
53521.214896,2.071E-11,1.166E-12
53523.385637,1.752E-11,1.041E-12
53525.486748,1.695E-11,1.24E-12
53527.587396,1.705E-11,1.642E-12
53529.483692,1.714E-11,2.758E-12
53531.243137,1.708E-11,9.324E-13
53533.207118,1.814E-11,9.987E-13
53535.240451,2.579E-11,1.054E-12
53537.137488,2.827E-11,1.039E-12
53540.111655,2.239E-11,7.935E-13
53541.134155,1.668E-11,7.151E-13
53543.233044,2.597E-11,5.027E-12
53545.092118,1.789E-11,9.744E-13
53547.310451,2.032E-11,8.279E-13
53549.002025,1.402E-11,7.288E-13
53574.0736,2.201E-11,1.667E-12
53576.0386,2.979E-11,1.305E-12
53577.126748,2.464E-11,8.37E-13
53579.116192,2.36E-11,9.185E-13
53581.259896,2.732E-11,1.462E-12
53583.112396,2.811E-11,1.072E-12
53585.189063,3.293E-11,1.351E-12
53588.066377,2.168E-11,1.432E-12
53589.788507,2.694E-11,1.748E-12
53591.955359,2.682E-11,8.851E-13
53593.973785,2.176E-11,7.816E-13
53595.940451,2.933E-11,1.022E-12
53597.848229,1.973E-11,8.089E-13
53599.868322,2.219E-11,8.855E-13
53601.844433,3.148E-11,7.346E-13
53605.84397,2.788E-11,9.322E-13
53607.5661,2.531E-11,5.846E-13
53609.620544,3.699E-11,1.351E-12
53611.597396,3.126E-11,1.093E-12
53613.665174,3.032E-11,5.234E-12
53615.1036,2.397E-11,1.207E-12
53617.113137,2.184E-11,1.121E-12
53619.147211,2.613E-11,1.169E-12
53621.109988,2.605E-11,1.232E-12
53623.948229,1.747E-11,9.061E-13
53625.88397,1.696E-11,8.778E-13
53627.088692,1.746E-11,7.444E-13
53629.034803,1.695E-11,1.06E-12
53631.806933,2.019E-11,1.685E-12
53633.835174,2.36E-11,8.73E-13
53635.865081,1.42E-11,7.431E-13
53637.873044,1.639E-11,9.147E-13
53639.836655,1.68E-11,9.52E-13
53641.934248,1.418E-11,3.69E-12
53643.793137,2.611E-11,8.246E-13
53645.883229,2.739E-11,1.073E-12
53647.792025,2.596E-11,1.132E-12
53649.599248,1.813E-11,9.933E-13
53651.824155,1.665E-11,9.768E-13
53653.401377,2.027E-11,7.003E-13
53655.714711,2.489E-11,7.494E-13
53657.73684,1.577E-11,8.048E-13
53659.619803,1.728E-11,9.242E-13
53661.524618,2.031E-11,1.12E-12
53663.362488,2.172E-11,1.146E-12
53665.395729,1.933E-11,8.058E-13
53667.463507,2.074E-11,1.49E-12
53669.657303,2.437E-11,8.931E-13
53671.850544,1.747E-11,1.165E-12
53673.788507,1.763E-11,9.79E-13
53675.767766,1.824E-11,2.07E-12
53677.715729,3.248E-11,9.066E-13
53679.683414,2.167E-11,7.48E-13
53681.069988,1.537E-11,1.573E-12
53683.835081,2.016E-11,8.162E-13
53685.530266,2.209E-11,9.211E-13
53687.807118,2.784E-11,1.173E-12
53689.770359,1.761E-11,1.098E-12
53691.42184,6.904E-12,7.572E-13
53691.6086,8.222E-12,7.011E-13
53691.812488,4.258E-12,5.03E-13
53691.994803,8.101E-12,6.515E-13
53692.322025,8.418E-12,1.09E-12
53692.605081,1.072E-11,7.95E-13
53692.783414,9.397E-12,1.236E-12
53693.002118,1.271E-11,7.575E-13
53693.318044,1.274E-11,7.212E-13
53693.698507,1.613E-11,9.724E-13
53693.838137,1.584E-11,8.498E-13
53694.111933,1.474E-11,5.525E-13
53694.299155,1.576E-11,8.658E-13
53694.641285,1.809E-11,9.499E-13
53694.77434,1.425E-11,8.884E-13
53694.963692,1.868E-11,7.585E-13
53695.281655,1.432E-11,8.94E-13
53695.471192,1.61E-11,9.635E-13
53695.797674,1.511E-11,1.165E-12
53696.00397,1.31E-11,7.97E-13
53696.263137,1.709E-11,1.172E-12
53696.671748,1.537E-11,8.555E-13
53696.972859,2.128E-11,8.441E-13
53697.298507,2.231E-11,1.108E-12
53697.499525,2.013E-11,7.101E-13
53698.019711,1.832E-11,9.551E-13
53698.154711,1.789E-11,7.198E-13
53698.413785,2.069E-11,9.779E-13
53698.743229,2.178E-11,1.112E-12
53698.9986,2.198E-11,1.667E-12
53699.009433,1.858E-11,7.118E-13
53699.132025,1.956E-11,1.063E-12
53699.5486,2.282E-11,1.017E-12
53699.744803,2.279E-11,8.956E-13
53699.994711,2.048E-11,8.637E-13
53700.311748,2.169E-11,9.441E-13
53700.600266,1.941E-11,9.411E-13
53700.774063,2.061E-11,2.325E-12
53700.96684,1.927E-11,8.398E-13
53701.305266,1.738E-11,8.751E-13
53701.430359,1.845E-11,8.129E-13
53701.705266,1.621E-11,8.903E-13
53702.016377,1.855E-11,9.916E-13
53702.285544,1.803E-11,7.02E-13
53702.47934,1.781E-11,6.582E-13
53702.746933,1.642E-11,7.969E-13
53702.997025,1.933E-11,1.007E-12
53703.336377,2.19E-11,9.89E-13
53703.722674,2.003E-11,9.751E-13
53703.993507,2.219E-11,7.281E-13
53704.249525,1.824E-11,8.926E-13
53704.504525,1.89E-11,8.241E-13
53704.707303,2.298E-11,1.047E-12
53705.030174,1.604E-11,7.187E-13
53705.369063,1.96E-11,8.635E-13
53705.622303,2.467E-11,9.139E-13
53705.828877,2.248E-11,8.318E-13
53706.146192,2.137E-11,9.269E-13
53706.339063,2.11E-11,9.633E-13
53706.602488,1.907E-11,9.478E-13
53706.93147,1.794E-11,1.004E-12
53707.061377,1.42E-11,1.094E-12
53707.390081,1.671E-11,8.354E-13
53707.6636,1.623E-11,8.156E-13
53707.976192,1.79E-11,8.999E-13
53708.244988,1.874E-11,8.277E-13
53708.439155,1.634E-11,8.014E-13
53708.567396,1.617E-11,7.189E-13
53708.765729,1.713E-11,8.869E-13
53709.0911,1.693E-11,8.459E-13
53709.365914,1.869E-11,6.807E-13
53709.550266,2.42E-11,1.158E-12
53709.880637,2.127E-11,9.508E-13
53710.140637,2.427E-11,1.011E-12
53710.403785,2.195E-11,9.133E-13
53710.538044,2.207E-11,7.097E-13
53710.73184,2.247E-11,8.74E-13
53711.05684,2.696E-11,1.661E-12
53711.259618,2.481E-11,9.319E-13
53711.519433,2.4E-11,8.618E-13
53711.780081,2.344E-11,1.071E-12
53712.040174,2.638E-11,3.171E-12
53712.303877,2.112E-11,8.821E-13
53712.52397,2.216E-11,8.163E-13
53712.764062,2.494E-11,1.284E-12
53712.987303,3.319E-11,1.29E-12
53713.354525,2.524E-11,1.471E-12
53713.48647,2.61E-11,1.259E-12
53713.74897,2.967E-11,9.556E-13
53714.106007,2.38E-11,1.399E-12
53714.243044,2.242E-11,1.446E-12
53714.470451,2.178E-11,9.263E-13
53714.755174,2.324E-11,8.455E-13
53715.020081,1.926E-11,1.082E-12
53715.257951,2.133E-11,1.197E-12
53715.537118,2.123E-11,1.085E-12
53715.787766,2.148E-11,6.967E-13
53715.932766,2.486E-11,1.174E-12
53716.308229,3.044E-11,1.065E-12
53716.504618,1.803E-11,9.796E-13
53716.769803,2.211E-11,8.893E-13
53716.993414,2.367E-11,9.68E-13
53717.188044,2.902E-11,1.583E-12
53717.512674,2.627E-11,9.08E-13
53717.895637,2.632E-11,9.724E-13
53718.101007,2.315E-11,1.42E-12
53718.237951,2.304E-11,1.577E-12
53718.536562,2.604E-11,1.098E-12
53718.733877,2.239E-11,9.848E-13
53719.015081,2.615E-11,1.074E-12
53719.323322,2.384E-11,1.091E-12
53719.519618,2.39E-11,9.479E-13
53719.66934,2.291E-11,9.605E-13
53719.941748,2.424E-11,8.226E-13
53720.201285,1.844E-11,1.799E-12
53720.371192,1.933E-11,8.741E-13
53720.702674,2.122E-11,1.306E-12
53720.977674,2.268E-11,1.291E-12
53721.183137,1.711E-11,2.194E-12
53721.484988,1.894E-11,8.456E-13
53721.683785,2.414E-11,1.439E-12
53721.959525,1.793E-11,1.323E-12
53722.270266,1.672E-11,8.425E-13
53722.413507,1.748E-11,8.301E-13
53722.666748,1.955E-11,7.371E-13
53722.941007,2.3E-11,1.659E-12
53723.451748,2.096E-11,8.144E-13
53723.785451,2.136E-11,1.004E-12
53724.059803,2.498E-11,2.209E-12
53724.26147,2.115E-11,9.591E-13
53724.460822,1.875E-11,7.894E-13
53724.767211,2.268E-11,1.144E-12
53725.041563,2.132E-11,1.657E-12
53725.284433,2.086E-11,8.887E-13
53725.61184,2.487E-11,1.085E-12
53725.749155,2.47E-11,1.347E-12
53726.033414,2.659E-11,9.171E-13
53726.266933,2.489E-11,8.612E-13
53726.465266,2.095E-11,9.053E-13
53726.730914,2.775E-11,1.237E-12
53726.936285,2.295E-11,1.308E-12
53727.195266,1.606E-11,9.321E-13
53727.52434,9.824E-12,1.025E-12
53727.781563,1.589E-11,8.892E-13
53727.986285,1.728E-11,2.355E-12
53728.231562,1.81E-11,8.192E-13
53728.495266,1.843E-11,9.228E-13
53728.763229,2.61E-11,1.263E-12
53729.279988,2.726E-11,9.164E-13
53729.571377,2.202E-11,1.108E-12
53729.744803,2.529E-11,1.386E-12
53730.263507,2.854E-11,8.784E-13
53730.48397,2.363E-11,1.055E-12
53730.725914,2.322E-11,1.415E-12
53730.931377,1.966E-11,1.012E-12
53731.179711,1.963E-11,7.959E-13
53731.440822,1.849E-11,9.175E-13
53731.707025,1.707E-11,1.389E-12
53731.981285,1.579E-11,1.633E-12
53732.489248,2.094E-11,1.004E-12
53732.757674,2.378E-11,1.283E-12
53733.23147,2.203E-11,9.61E-13
53733.564618,1.509E-11,7.595E-13
53733.739155,1.401E-11,1.67E-12
53733.944433,1.56E-11,1.715E-12
53734.19147,1.718E-11,9.475E-13
53734.480359,1.64E-11,9.816E-13
53734.652674,1.58E-11,9.038E-13
53734.925914,1.731E-11,4.459E-12
53735.183137,1.575E-11,9.051E-13
53735.462025,1.356E-11,1.438E-12
53735.702766,2.013E-11,1.793E-12
53735.908137,2.122E-11,1.395E-12
53736.17044,1.929E-11,7.596E-13
53736.418866,2.664E-11,9.081E-13
53736.684236,2.006E-11,1.191E-12
53737.076088,2.198E-11,8.843E-13
53737.409236,2.175E-11,1.207E-12
53737.599236,1.833E-11,9.126E-13
53737.734792,2.048E-11,1.02E-12
53738.063681,2.616E-11,1.004E-12
53738.319236,2.522E-11,9.097E-13
53738.594977,2.213E-11,8.806E-13
53738.853125,2.224E-11,2.409E-12
53739.039236,2.373E-11,8.425E-13
53739.386366,1.753E-11,8.347E-13
53739.562199,2.067E-11,9.703E-13
53739.835255,2.002E-11,1.906E-12
53740.087569,1.663E-11,9.016E-13
53740.352847,1.415E-11,1.116E-12
53740.630718,1.843E-11,9.239E-13
53740.816736,1.818E-11,1.981E-12
53741.070532,2.093E-11,1.059E-12
53741.266088,2.456E-11,9.075E-13
53741.482755,2.152E-11,7.713E-13
53741.797847,2.929E-11,1.248E-12
53741.996088,2.154E-11,7.355E-13
53742.311273,2.431E-11,1.081E-12
53742.643032,2.747E-11,1.37E-12
53742.967569,2.337E-11,9.749E-13
53743.163785,2.648E-11,9.783E-13
53743.557118,2.724E-11,1.112E-12
53743.959896,2.658E-11,9.226E-13
53744.145255,2.34E-11,1.115E-12
53744.417014,2.148E-11,9.214E-13
53744.634236,2.474E-11,1.101E-12
53744.99794,2.237E-11,7.738E-13
53745.275162,2.215E-11,1.181E-12
53745.656829,2.444E-11,1.602E-12
53745.783495,2.469E-11,9.028E-13
53745.919792,2.219E-11,9.836E-13
53746.190532,2.325E-11,1.036E-12
53746.57081,2.204E-11,1.164E-12
53746.765995,2.175E-11,8.338E-13
53747.027847,2.374E-11,8.905E-13
53747.158125,2.356E-11,1.041E-12
53747.513495,1.791E-11,7.714E-13
53747.814514,1.764E-11,7.519E-13
53748.219433,1.567E-11,7.374E-13
53748.340729,1.741E-11,7.764E-13
53748.534711,1.606E-11,9.344E-13
53748.796655,1.882E-11,9.202E-13
53749.006273,1.738E-11,9.339E-13
53749.269236,1.469E-11,7.817E-13
53749.516551,1.592E-11,9.876E-13
53749.777662,1.7E-11,7.942E-13
53750.104236,1.485E-11,1.115E-12
